,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,26.4532,22.5668,3.8864,0.8531,26.4532,,0.17221890208858984
eva,737.5039,737.5039,0.0,1.0,140.8265,2958.028209254569,2.639819387012763e-13
ihx,14.1048,5.0049,9.0999,0.3548,0.0,181.79702411950905,1.8182120821581123
exp,609.5118,609.5118,-0.0,1.0,609.5118,,-3.1036390675136255e-15
cond,,,0.6324,,,2234.143120096722,0.08609632211127405
tot,737.5039,723.8851,13.6188,0.9815,723.8851,,0.018813497350919892
