,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,18.5586,15.8316,2.727,0.8531,18.5586,,0.17225385245892488
eva,737.5039,581.4907,156.0132,0.7885,0.0,2958.0282092546736,0.268298637997921
ihx,63.4227,42.7401,20.6826,0.6739,-0.0,554.8759439457647,0.4839161224977861
exp,519.3512,475.7712,43.5801,0.9161,475.7712,,0.09159880682418571
cond,,,57.2884,,,2500.815646034166,6.728234107844287
tot,737.5039,457.2126,280.2913,0.6199,457.2126,,0.6130438196396581
