label,eta
optimal_all_real,0.1363917644536739
optimal_eva_ihx,0.1676365046269359
optimal_eva_cond,0.1544166714123361
optimal_pump_unavoid,0.1368766866099049
optimal_pump_eva,0.169699494262246
optimal_eva_unavoid,0.1431591775912958
optimal_eva,0.17063026143971
optimal_eva_exp,0.1555957352318928
optimal_ihx_unavoid,0.1378050767521469
optimal_cond_unavoid,0.1456061348203531
optimal_ihx_exp,0.2478641274364603
optimal_ihx_cond,0.2429365888953059
optimal_exp_unavoid,0.1407057117976351
optimal_exp_cond,0.2249320253314211
optimal_pump_cond,0.2419208765579729
optimal_cond,0.2430257733674703
optimal_ihx,0.2676592835482935
optimal_pump_ihx,0.2665266754396884
optimal_exp,0.2475509347014257
optimal_all_ideal,0.2672684843948315
optimal_pump_exp,0.24643915508291
optimal_pump,0.2661586148100321
optimal_all_real,0.1363917644536739
optimal_eva_ihx,0.1676365046269359
optimal_eva_cond,0.1544166714123361
optimal_pump_unavoid,0.1368766866099049
optimal_pump_eva,0.169699494262246
optimal_eva_unavoid,0.1431591775912958
optimal_eva,0.17063026143971
optimal_eva_exp,0.1555957352318928
optimal_ihx_unavoid,0.1378050767521469
optimal_cond_unavoid,0.1456061348203531
optimal_exp_unavoid,0.1407057117976351
optimal_ihx_exp,0.2478641274364603
optimal_ihx_cond,0.2429365888953059
optimal_exp_cond,0.2249320253314211
optimal_cond,0.2430257733674703
optimal_pump_cond,0.2419208765579729
optimal_pump_ihx,0.2665266754396884
optimal_ihx,0.2676592835482935
optimal_pump_exp,0.24643915508291
optimal_exp,0.2475509347014257
optimal_all_ideal,0.2672684843948315
optimal_pump,0.2661586148100321
optimal_all_real,0.1363917644536739
optimal_eva_ihx,0.1676365046269359
optimal_eva_cond,0.1544166714123361
optimal_pump_unavoid,0.1368766866099049
optimal_pump_eva,0.169699494262246
optimal_eva_unavoid,0.1431591775912958
optimal_eva,0.17063026143971
optimal_ihx_unavoid,0.1378050767521469
optimal_eva_exp,0.1555957352318928
optimal_cond_unavoid,0.1456061348203531
optimal_ihx_exp,0.2478641274364603
optimal_exp_unavoid,0.1407057117976351
optimal_ihx_cond,0.2429365888953059
optimal_exp_cond,0.2249320253314211
optimal_cond,0.2430257733674703
optimal_pump_cond,0.2419208765579729
optimal_pump_ihx,0.2665266754396884
optimal_ihx,0.2676592835482935
optimal_exp,0.2475509347014257
optimal_all_ideal,0.2672684843948315
optimal_pump_exp,0.24643915508291
optimal_pump,0.2661586148100321
optimal_all_real,0.1363917644536739
optimal_eva_ihx,0.1676365046269359
optimal_eva_cond,0.1544166714123361
optimal_pump_unavoid,0.1370626467025553
optimal_pump_eva,0.169699494262246
optimal_eva,0.17063026143971
optimal_eva_unavoid,0.1431591775912958
optimal_eva_exp,0.1555957352318928
optimal_ihx_unavoid,0.1378050767521469
optimal_cond_unavoid,0.1456061348203531
optimal_exp_unavoid,0.1435639922545117
optimal_ihx_exp,0.2478641274364603
optimal_ihx_cond,0.2429365888953059
optimal_exp_cond,0.2249320253314211
optimal_cond,0.2430257733674703
optimal_pump_cond,0.2419208765579729
optimal_pump_ihx,0.2665266754396884
optimal_ihx,0.2676592835482935
optimal_pump_exp,0.24643915508291
optimal_all_ideal,0.2672684843948315
optimal_exp,0.2475509347014257
optimal_pump,0.2661586148100321
optimal_all_real,0.1363917644536739
optimal_eva_ihx,0.1676365046269359
optimal_eva_cond,0.1544166716290066
optimal_pump_unavoid,0.1370626467025553
optimal_pump_eva,0.169699494262246
optimal_eva,0.17063026143971
optimal_eva_unavoid,0.1431591775912958
optimal_eva_exp,0.1555957352318928
optimal_ihx_unavoid,0.1378050767521469
optimal_ihx_cond,0.2429365888953059
optimal_cond_unavoid,0.1456061348203531
optimal_exp_unavoid,0.1435639922545117
optimal_ihx_exp,0.2478641274364603
optimal_exp_cond,0.2249320246861519
optimal_pump_cond,0.2419208746372138
optimal_pump_ihx,0.2665266754396884
optimal_ihx,0.2676592835482935
optimal_all_ideal,0.2672684843948315
optimal_pump_exp,0.24643915508291
optimal_exp,0.2475509347014257
optimal_pump,0.2661586148100321
optimal_all_real,0.1363917644536739
optimal_eva_ihx,0.1676365046269359
optimal_eva_cond,0.1544166716290066
optimal_pump_unavoid,0.1370626467025553
optimal_pump_eva,0.169699494262246
optimal_eva,0.17063026143971
optimal_eva_unavoid,0.1431591775912958
optimal_eva_exp,0.1555957352318928
optimal_ihx_unavoid,0.1378050767521469
optimal_exp_unavoid,0.1435639922545117
optimal_ihx_exp,0.2478641274364603
optimal_cond_unavoid,0.1456061348203531
optimal_ihx_cond,0.2429365888953059
optimal_exp_cond,0.2249320246861519
optimal_cond,0.2430257739847503
optimal_pump_cond,0.2419208746372138
optimal_ihx,0.2676592835482935
optimal_pump_ihx,0.2665266754396884
optimal_exp,0.2475509347014257
optimal_all_ideal,0.2672684843948315
optimal_pump_exp,0.24643915508291
optimal_pump,0.2661586148100321
optimal_all_real,0.1363917644536739
optimal_eva_ihx,0.1676365046269359
optimal_eva_cond,0.1544166716290066
optimal_pump_unavoid,0.1370626467025553
optimal_pump_eva,0.169699494262246
optimal_eva,0.17063026143971
optimal_eva_unavoid,0.1431591775912958
optimal_eva_exp,0.1555957352318928
optimal_ihx_unavoid,0.1378050767521469
optimal_ihx_exp,0.2478641274364603
optimal_ihx_cond,0.2429365888953059
optimal_exp_unavoid,0.1435639922545117
optimal_cond_unavoid,0.1456061348203531
optimal_exp_cond,0.2249320246861519
optimal_pump_cond,0.2419208746372138
optimal_cond,0.2430257739847503
optimal_pump_ihx,0.2665266754396884
optimal_ihx,0.2676592835482935
optimal_pump_exp,0.24643915508291
optimal_exp,0.2475509347014257
optimal_all_ideal,0.2672684843948315
optimal_pump,0.2661586148100321
optimal_all_real,0.1363917644536739
optimal_eva_ihx,0.1676365046269359
optimal_eva_cond,0.1544166716290066
optimal_pump_unavoid,0.1370626467025553
optimal_pump_eva,0.169699494262246
optimal_eva,0.17063026143971
optimal_eva_unavoid,0.1431591775912958
optimal_eva_exp,0.1555957352318928
optimal_ihx_unavoid,0.1378050767521469
optimal_cond_unavoid,0.1456061348203531
optimal_ihx_exp,0.2478641274364603
optimal_exp_unavoid,0.1435639922545117
optimal_ihx_cond,0.2429365888953059
optimal_exp_cond,0.2249320246861519
optimal_pump_cond,0.2419208746372138
optimal_cond,0.2430257739847503
optimal_ihx,0.2676592835482935
optimal_pump_ihx,0.2665266754396884
optimal_all_ideal,0.2672684843948315
optimal_exp,0.2475509347014257
optimal_pump_exp,0.24643915508291
optimal_pump,0.26615861481003217
