label,cop
optimal_all_real,3.284459204398427
optimal_ihx,4.825080906219623
optimal_comp_ihx,4.257713472332911
optimal_ihx_val,4.644255507164546
optimal_ihx_eva,4.411912075095149
optimal_all_ideal,5.056529595361894
optimal_comp_val,4.327022895121119
optimal_comp_eva,4.082399132825222
optimal_val_eva,4.505805477777049
optimal_val,4.9059549874247335
optimal_comp,4.438256114623048
optimal_eva,4.636171576532119
optimal_cond_unavoid,3.388149392374086
optimal_ihx_unavoid,3.311062940903795
optimal_val_unavoid,3.284459204398427
optimal_comp_unavoid,3.461677394058144
optimal_eva_unavoid,3.430288302920769
optimal_comp_cond,3.768487233241745
optimal_cond_eva,3.9371889211093385
optimal_cond_val,4.094921701884043
optimal_cond_ihx,4.006207530583797
optimal_cond,4.22167980772766
optimal_all_real,3.284459204398427
optimal_ihx_eva,4.411912075095149
optimal_ihx_val,4.644255507164546
optimal_ihx,4.825080906219623
optimal_val,4.9059549874247335
optimal_comp_val,4.327022895121119
optimal_eva,4.636171576532119
optimal_all_ideal,5.056529595361894
optimal_comp,4.438256114623048
optimal_val_eva,4.505805477777049
optimal_comp_eva,4.082399132825222
optimal_cond_unavoid,3.388149392374086
optimal_ihx_unavoid,3.311062940903795
optimal_val_unavoid,3.284459204398427
optimal_comp_unavoid,3.461677394058144
optimal_eva_unavoid,3.430288302920769
optimal_comp_cond,3.768487233241745
optimal_cond_eva,3.9371889211093385
optimal_cond_val,4.094921701884043
optimal_cond_ihx,4.006207530583797
optimal_cond,4.22167980772766
optimal_all_real,3.284459204398427
optimal_ihx_val,4.644255507164546
optimal_ihx,4.825080906219623
optimal_comp_ihx,4.257713472332911
optimal_ihx_eva,4.411912075095149
optimal_val_eva,4.505805477777049
optimal_comp,4.438256114623048
optimal_comp_val,4.327022895121119
optimal_val,4.9059549874247335
optimal_all_ideal,5.056529595361894
optimal_eva,4.636171576532119
optimal_cond_unavoid,3.388149392374086
optimal_ihx_unavoid,3.311062940903795
optimal_val_unavoid,3.284459204398427
optimal_comp_unavoid,3.5375057522822284
optimal_eva_unavoid,3.430288302920769
optimal_comp_cond,3.768487233241745
optimal_cond_eva,3.9371889211093385
optimal_cond_val,4.094921701884043
optimal_cond_ihx,4.006207530583797
optimal_cond,4.22167980772766
optimal_all_real,3.284459204398427
optimal_ihx,4.825080906219623
optimal_ihx_val,4.644255507164546
optimal_ihx_eva,4.411912075095149
optimal_comp_ihx,4.257713472332911
optimal_all_ideal,5.056529595361894
optimal_eva,4.636171576532119
optimal_comp,4.438256114623048
optimal_val,4.9059549874247335
optimal_comp_val,4.327022895121119
optimal_val_eva,4.505805477777049
optimal_comp_eva,4.082399132825222
optimal_cond_unavoid,3.388149392374086
optimal_val_unavoid,3.284459204398427
optimal_ihx_unavoid,3.311062940903795
optimal_comp_unavoid,3.5375057522822284
optimal_eva_unavoid,3.430288302920769
optimal_comp_cond,3.768487233241745
optimal_cond_eva,3.9371889211093385
optimal_cond_ihx,4.006207530583797
optimal_cond,4.22167980772766
optimal_all_real,3.284459204398427
optimal_ihx_eva,4.411912075095149
optimal_ihx,4.825080906219623
optimal_comp_ihx,4.257713472332911
optimal_ihx_val,4.644255507164546
optimal_val,4.9059549874247335
optimal_comp_val,4.327022895121119
optimal_all_ideal,5.056529595361894
optimal_val_eva,4.505805477777049
optimal_comp,4.438256114623048
222,
optimal_eva,4.636171576532119
optimal_cond_unavoid,3.388149392374086
optimal_ihx_unavoid,3.311062940903795
optimal_val_unavoid,3.284459204398427
optimal_comp_unavoid,3.5375057522822284
optimal_eva_unavoid,3.430288302920769
optimal_comp_cond,3.768487233241745
optimal_cond_eva,3.9371889211093385
optimal_cond_ihx,4.006207530583797
optimal_cond,4.22167980772766
optimal_cond_val,4.094921701884043
