Label,Component,ED [kW]
all_real,comp,39.090667
all_real,cond,49.246321
all_real,ihx,14.531775
all_real,val,11.201749
all_real,eva,20.288821
all_real,tot,134.359332
all_ideal,comp,-0.0
all_ideal,cond,0.0
all_ideal,ihx,0.0
all_ideal,val,-0.0
all_ideal,eva,0.0
all_ideal,tot,0.0
comp,comp,34.691174
comp,cond,0.0
comp,ihx,-0.0
comp,val,-0.0
comp,eva,0.0
comp,tot,34.691174
cond,comp,0.0
cond,cond,49.246321
cond,ihx,-0.0
cond,val,0.0
cond,eva,0.0
cond,tot,49.246321
ihx,comp,0.0
ihx,cond,0.0
ihx,ihx,11.945405
ihx,val,0.0
ihx,eva,0.0
ihx,tot,11.945405
val,comp,-0.0
val,cond,0.0
val,ihx,0.0
val,val,7.643265
val,eva,0.0
val,tot,7.643265
eva,comp,0.0
eva,cond,-0.0
eva,ihx,0.0
eva,val,-0.0
eva,eva,22.579305
eva,tot,22.579305
comp_cond,comp,35.870195
comp_cond,cond,49.246321
comp_cond,ihx,0.0
comp_cond,val,-0.0
comp_cond,eva,0.0
comp_cond,tot,85.116516
comp_ihx,comp,35.191818
comp_ihx,cond,0.0
comp_ihx,ihx,11.53015
comp_ihx,val,0.0
comp_ihx,eva,0.0
comp_ihx,tot,46.721968
comp_val,comp,34.691174
comp_val,cond,0.0
comp_val,ihx,-0.0
comp_val,val,7.293504
comp_val,eva,0.0
comp_val,tot,41.984678
comp_eva,comp,37.685351
comp_eva,cond,0.0
comp_eva,ihx,0.0
comp_eva,val,0.0
comp_eva,eva,21.737352
comp_eva,tot,59.422703
cond_ihx,comp,0.0
cond_ihx,cond,49.246321
cond_ihx,ihx,16.042644
cond_ihx,val,-0.0
cond_ihx,eva,0.0
cond_ihx,tot,65.288965
cond_val,comp,0.0
cond_val,cond,49.246321
cond_val,ihx,-0.0
cond_val,val,9.233113
cond_val,eva,0.0
cond_val,tot,58.479433
cond_eva,comp,-0.0
cond_eva,cond,49.246321
cond_eva,ihx,-0.0
cond_eva,val,0.0
cond_eva,eva,21.552622
cond_eva,tot,70.798942
ihx_val,comp,-0.0
ihx_val,cond,0.0
ihx_val,ihx,11.945405
ihx_val,val,10.16113
ihx_val,eva,0.0
ihx_val,tot,22.106535
ihx_eva,comp,0.0
ihx_eva,cond,0.0
ihx_eva,ihx,13.954979
ihx_eva,val,-0.0
ihx_eva,eva,22.430324
ihx_eva,tot,36.385303
val_eva,comp,0.0
val_eva,cond,-0.0
val_eva,ihx,0.0
val_eva,val,7.999697
val_eva,eva,22.438043
val_eva,tot,30.437739
comp_unavoid,comp,12.179442
comp_unavoid,cond,47.225797
comp_unavoid,ihx,14.986355
comp_unavoid,val,11.618852
comp_unavoid,eva,20.924135
comp_unavoid,tot,106.934582
cond_unavoid,comp,38.382844
cond_unavoid,cond,39.685705
cond_unavoid,ihx,13.58695
cond_unavoid,val,10.450847
cond_unavoid,eva,20.519838
cond_unavoid,tot,122.626184
ihx_unavoid,comp,38.529841
ihx_unavoid,cond,50.230057
ihx_unavoid,ihx,12.383414
ihx_unavoid,val,9.850958
ihx_unavoid,eva,20.284609
ihx_unavoid,tot,131.278879
val_unavoid,comp,39.090667
val_unavoid,cond,49.246321
val_unavoid,ihx,14.531775
val_unavoid,val,-0.589566
val_unavoid,eva,20.497038
val_unavoid,tot,122.776234
eva_unavoid,comp,37.757447
eva_unavoid,cond,47.918513
eva_unavoid,ihx,13.377984
eva_unavoid,val,10.838812
eva_unavoid,eva,8.167874
eva_unavoid,tot,118.060631
