,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,18.2388,18.2388,0.0,1.0,18.2388,,2.9946601083223366e-12
eva,737.5039,594.3867,143.1172,0.8059,0.0,2958.0282092543002,0.24078120541381876
ihx,31.9133,31.9133,-0.0,1.0,11.9106,401.75854743236357,-2.7637978130631013e-13
exp,600.6542,550.0075,50.6468,0.9157,550.0075,,0.09208376838829765
cond,,,0.0608,,,2414.348987673724,0.007520191240701024
tot,737.5039,543.6792,193.8247,0.7372,543.6792,,0.3565055828705814
