,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,23.5506,20.0906,3.46,0.8531,23.5506,,0.17221880353124627
eva,737.5039,737.5039,0.0,1.0,129.9171,2958.028209254216,6.746205100146105e-13
ihx,27.8542,27.8542,-0.0,1.0,7.8822,330.60314265144916,-6.44868080891055e-13
exp,567.6745,567.6745,0.0,1.0,567.6745,,1.7622085527284764e-15
cond,,,52.1208,,,2276.105085078937,6.708740557505202
tot,737.5039,681.9231,55.5808,0.9246,681.9231,,0.0815059252567096
