,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,20.035,20.035,0.0,1.0,20.035,,2.1459486859542682e-12
eva,737.5039,737.5039,-0.0,1.0,129.9343,2958.028209254847,-7.242044191350049e-13
ihx,27.8058,27.8058,-0.0,1.0,7.9475,332.0769427359425,-1.1322191507119827e-12
exp,567.6223,567.6223,-0.0,1.0,567.6223,,-5.284470996383295e-15
cond,,,52.0347,,,2272.5590309870013,6.7010094526707675
tot,737.5039,685.4692,52.0347,0.9294,685.4692,,0.07591110256557466
