,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,19.0963,19.0963,-0.0,1.0,19.0963,,-1.3372184210544457e-13
eva,737.5039,737.5039,-0.0,1.0,130.7735,2958.0282092543475,-2.2208004366939543e-13
ihx,41.2855,41.2855,0.0,1.0,12.3741,423.3264773302988,5.192818808896534e-13
exp,560.3119,513.0668,47.2451,0.9157,513.0668,,0.09208376838828834
cond,,,53.1408,,,2320.9102393910157,6.698888424389715
tot,737.5039,637.118,100.3859,0.8639,637.118,,0.1575625461054053
