,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,23.0555,19.6705,3.385,0.8532,23.0555,,0.17208363129075058
eva,737.5039,621.1911,116.3128,0.8423,0.0,2958.028209254569,0.18724152237043437
ihx,47.7804,28.2027,19.5777,0.5903,-0.0,424.5571089663263,0.6941778237046441
exp,564.494,516.0142,48.4799,0.9141,516.0142,,0.09395065304924176
cond,,,56.7899,,,2465.069562890479,6.856054522672238
tot,737.5039,492.9586,244.5453,0.6684,492.9586,,0.4960766076519578
