,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,21.1307,21.1307,-0.0,1.0,21.1307,,-1.1808944824184508e-12
eva,737.5039,737.5039,-0.0,1.0,132.1616,2958.0282092545763,-1.6167147833154784e-13
ihx,21.2387,21.2387,0.0,1.0,7.7974,312.3516075300575,2.758481992058761e-13
exp,618.6053,566.4449,52.1604,0.9157,566.4449,,0.0920837683882965
cond,,,0.0703,,,2272.7550320105,0.009255956171955404
tot,737.5039,685.2732,52.2307,0.9292,685.2732,,0.07621883338699634
