,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,20.8111,20.8111,0.0,1.0,20.8111,,4.0418378834559847e-13
eva,737.5039,737.5039,0.0,1.0,130.6482,2958.0282092544026,2.0147827861197066e-13
ihx,28.9118,15.7884,13.1234,0.5461,0.0,289.8049249358286,0.8312042098876472
exp,561.8849,561.8849,0.0,1.0,561.8849,,3.522390365467817e-15
cond,,,52.6585,,,2286.306198705182,6.851731157754237
tot,737.5039,671.722,65.7819,0.9108,671.722,,0.09793022676444893
