,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,26.453,22.5666,3.8864,0.8531,26.453,,0.17221880463359052
eva,737.5039,737.5039,-0.0,1.0,140.8268,2958.0282092546736,-1.258453580792037e-12
ihx,14.1051,5.005,9.1,0.3548,0.0,181.79955523980612,1.8181840514918564
exp,609.5113,609.5113,0.0,1.0,609.5113,,8.472942246822335e-13
cond,,,0.6324,,,2234.1431947935653,0.08609651037856736
tot,737.5039,723.885,13.6189,0.9815,723.885,,0.018813602480051872
