,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,19.115,19.115,-0.0,1.0,19.115,,-1.8639306751125657e-12
eva,737.5039,595.1185,142.3854,0.8069,0.0,2958.0282092543594,0.23925561145218535
ihx,20.0485,20.0485,0.0,1.0,7.4269,309.5067397851487,3.834240518851582e-12
exp,606.743,606.743,-0.0,1.0,606.743,,-1.6777611388231845e-15
cond,,,0.0635,,,2362.9732641680107,0.008034771411189467
tot,737.5039,595.0549,142.449,0.8068,595.0549,,0.23938790099083498
