,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,899.8426,899.8426,0.0,1.0,899.8426,,5.103497236590036e-15
cond,856.9319,856.9319,-0.0,1.0,119.428,2958.028209254569,-2.3710866261351456e-13
ihx,92.3902,92.3902,0.0,1.0,20.9032,754.1085891576317,5.992793422825888e-14
val,22.0074,22.0074,0.0,1.0,22.0074,,0.0
eva,,,0.0,,,2220.5243098848723,3.3653080322437745e-10
tot,737.5039,737.5039,0.0,1.0,737.5039,,6.248037251488937e-12
