,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,1052.9695,951.1185,101.851,0.9033,1052.9695,,0.1070854533567147
cond,852.6067,737.5039,115.1028,0.865,-0.0,2958.028209254569,0.1560707702908335
ihx,97.7935,67.7382,30.0553,0.6927,-0.0,772.6159376205487,0.44369830458287823
val,59.9367,34.8993,25.0374,0.5823,0.0,,1.959051041975262
eva,,,43.4191,,,1905.0587253249294,3.3973292822922794
tot,1052.9695,737.5039,315.4656,0.7004,1052.9695,,0.4277476835527689
