,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,1042.1646,939.7496,102.415,0.9017,1042.1646,,0.1089811313596744
cond,835.4298,737.5039,97.9259,0.8828,-0.0,2958.028209254349,0.13278017611090942
ihx,88.7812,55.2564,33.5248,0.6224,0.0,713.0020469358361,0.6067131895008093
val,62.133,35.1044,27.0286,0.565,0.0,,2.0801547747703064
eva,,,43.7664,,,1915.863602352202,3.36831106917403
tot,1042.1646,737.5039,304.6607,0.7077,1042.1646,,0.41309708029974807
