,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,1047.9517,946.0604,101.8913,0.9028,1047.9517,,0.10770058206901739
cond,855.5163,855.5163,-0.0,1.0,118.0124,2958.028209254569,-2.2365431487628646e-13
ihx,89.3616,89.3616,0.0,1.0,23.7872,764.8428444368614,0.0
val,19.9897,19.9897,0.0,1.0,19.9897,,1.9314256860525348e-13
eva,,,46.7672,,,2071.8658273520823,3.5249736068049504
tot,886.1624,737.5039,148.6585,0.8322,886.1624,,0.20156975802484176
