Label,Component,ED [kW]
all_real,pump,1.247784
all_real,eva,43.141926
all_real,ihx,3.074542
all_real,exp,14.290926
all_real,cond,21.180697
all_real,tot,82.935874
all_ideal,pump,-0.0
all_ideal,eva,0.0
all_ideal,ihx,0.0
all_ideal,exp,0.0
all_ideal,cond,0.02904
all_ideal,tot,0.02904
pump,pump,1.330498
pump,eva,0.0
pump,ihx,0.0
pump,exp,0.0
pump,cond,0.03593
pump,tot,1.366428
eva,pump,-0.0
eva,eva,47.754532
eva,ihx,0.0
eva,exp,0.0
eva,cond,0.027051
eva,tot,47.781582
ihx,pump,-0.0
ihx,eva,-0.0
ihx,ihx,1.683286
ihx,exp,0.0
ihx,cond,0.25327
ihx,tot,1.936556
exp,pump,0.0
exp,eva,0.0
exp,ihx,0.0
exp,exp,16.472112
exp,cond,0.029401
exp,tot,16.501514
cond,pump,0.0
cond,eva,-0.0
cond,ihx,0.0
cond,exp,0.0
cond,cond,19.577467
cond,tot,19.577467
pump_eva,pump,1.231296
pump_eva,eva,47.708117
pump_eva,ihx,-0.0
pump_eva,exp,0.0
pump_eva,cond,0.033003
pump_eva,tot,48.972416
pump_ihx,pump,1.339588
pump_ihx,eva,-0.0
pump_ihx,ihx,1.666306
pump_ihx,exp,0.0
pump_ihx,cond,0.273015
pump_ihx,tot,3.278909
pump_exp,pump,1.346847
pump_exp,eva,-0.0
pump_exp,ihx,-0.0
pump_exp,exp,16.479949
pump_exp,cond,0.036348
pump_exp,tot,17.863145
pump_cond,pump,1.346746
pump_cond,eva,0.0
pump_cond,ihx,-0.0
pump_cond,exp,0.0
pump_cond,cond,19.610691
pump_cond,tot,20.957437
eva_ihx,pump,-0.0
eva_ihx,eva,49.603645
eva_ihx,ihx,2.135865
eva_ihx,exp,0.0
eva_ihx,cond,0.257686
eva_ihx,tot,51.997195
eva_exp,pump,0.0
eva_exp,eva,45.873752
eva_exp,ihx,0.0
eva_exp,exp,16.214852
eva_exp,cond,0.02725
eva_exp,tot,62.115854
eva_cond,pump,0.0
eva_cond,eva,43.101434
eva_cond,ihx,0.0
eva_cond,exp,0.0
eva_cond,cond,20.585971
eva_cond,tot,63.687405
ihx_exp,pump,-0.0
ihx_exp,eva,-0.0
ihx_exp,ihx,2.128764
ihx_exp,exp,16.072711
ihx_exp,cond,0.257678
ihx_exp,tot,18.459153
ihx_cond,pump,0.0
ihx_cond,eva,-0.0
ihx_cond,ihx,2.032134
ihx_cond,exp,0.0
ihx_cond,cond,19.768763
ihx_cond,tot,21.800897
exp_cond,pump,0.0
exp_cond,eva,-0.0
exp_cond,ihx,-0.0
exp_cond,exp,15.169081
exp_cond,cond,19.932601
exp_cond,tot,35.101682
pump_unavoid,pump,0.614914
pump_unavoid,eva,43.159694
pump_unavoid,ihx,3.086818
pump_unavoid,exp,14.289008
pump_unavoid,cond,21.159692
pump_unavoid,tot,82.310125
eva_unavoid,pump,1.364096
eva_unavoid,eva,36.738809
eva_unavoid,ihx,2.723532
eva_unavoid,exp,15.113188
eva_unavoid,cond,21.051162
eva_unavoid,tot,76.990788
ihx_unavoid,pump,1.245441
ihx_unavoid,eva,41.939881
ihx_unavoid,ihx,2.267769
ihx_unavoid,exp,14.484739
ihx_unavoid,cond,20.996781
ihx_unavoid,tot,80.934611
exp_unavoid,pump,1.24581
exp_unavoid,eva,43.577603
exp_unavoid,ihx,2.911464
exp_unavoid,exp,9.987674
exp_unavoid,cond,21.085788
exp_unavoid,tot,78.80834
cond_unavoid,pump,1.268696
cond_unavoid,eva,45.670529
cond_unavoid,ihx,2.807794
cond_unavoid,exp,15.481638
cond_unavoid,cond,8.587811
cond_unavoid,tot,73.816469
