Label,Component,ED [kW]
all_real,comp,32.9998
all_real,cond,40.494434
all_real,ihx,13.631493
all_real,val,10.402995
all_real,eva,16.778141
all_real,tot,114.306863
all_ideal,comp,0.0
all_ideal,cond,0.0
all_ideal,ihx,-0.0
all_ideal,val,-0.0
all_ideal,eva,0.0
all_ideal,tot,0.0
comp,comp,29.280437
comp,cond,0.0
comp,ihx,-0.0
comp,val,0.0
comp,eva,0.0
comp,tot,29.280437
cond,comp,0.0
cond,cond,40.494434
cond,ihx,-0.0
cond,val,0.0
cond,eva,0.0
cond,tot,40.494434
ihx,comp,0.0
ihx,cond,0.0
ihx,ihx,11.400908
ihx,val,-0.0
ihx,eva,0.0
ihx,tot,11.400908
val,comp,0.0
val,cond,0.0
val,ihx,-0.0
val,val,7.060121
val,eva,0.0
val,tot,7.060121
eva,comp,0.0
eva,cond,0.0
eva,ihx,-0.0
eva,val,-0.0
eva,eva,18.732341
eva,tot,18.732341
comp_cond,comp,30.329807
comp_cond,cond,40.494434
comp_cond,ihx,-0.0
comp_cond,val,0.0
comp_cond,eva,0.0
comp_cond,tot,70.82424
comp_ihx,comp,29.684816
comp_ihx,cond,0.0
comp_ihx,ihx,10.997196
comp_ihx,val,-0.0
comp_ihx,eva,0.0
comp_ihx,tot,40.682012
comp_val,comp,29.280437
comp_val,cond,0.0
comp_val,ihx,-0.0
comp_val,val,6.752135
comp_val,eva,0.0
comp_val,tot,36.032572
comp_eva,comp,31.812105
comp_eva,cond,0.0
comp_eva,ihx,0.0
comp_eva,val,0.0
comp_eva,eva,18.019896
comp_eva,tot,49.832001
cond_ihx,comp,0.0
cond_ihx,cond,40.494434
cond_ihx,ihx,15.749907
cond_ihx,val,-0.0
cond_ihx,eva,0.0
cond_ihx,tot,56.244341
cond_val,comp,0.0
cond_val,cond,40.494434
cond_val,ihx,0.0
cond_val,val,8.715561
cond_val,eva,0.0
cond_val,tot,49.209995
cond_eva,comp,-0.0
cond_eva,cond,40.494434
cond_eva,ihx,-0.0
cond_eva,val,0.0
cond_eva,eva,17.892482
cond_eva,tot,58.386916
ihx_val,comp,-0.0
ihx_val,cond,0.0
ihx_val,ihx,11.400908
ihx_val,val,9.443851
ihx_val,eva,0.0
ihx_val,tot,20.844759
ihx_eva,comp,0.0
ihx_eva,cond,0.0
ihx_eva,ihx,13.182758
ihx_eva,val,0.0
ihx_eva,eva,18.581531
ihx_eva,tot,31.764289
val_eva,comp,0.0
val_eva,cond,0.0
val_eva,ihx,-0.0
val_eva,val,7.396736
val_eva,eva,18.601726
val_eva,tot,25.998462
comp_unavoid,comp,10.284984
comp_unavoid,cond,38.381185
comp_unavoid,ihx,14.073804
comp_unavoid,val,10.786841
comp_unavoid,eva,17.323378
comp_unavoid,tot,90.850193
cond_unavoid,comp,32.400041
cond_unavoid,cond,32.363551
cond_unavoid,ihx,12.7978
cond_unavoid,val,9.72521
cond_unavoid,eva,16.976263
cond_unavoid,tot,104.262865
ihx_unavoid,comp,32.52608
ihx_unavoid,cond,41.479741
ihx_unavoid,ihx,11.722971
ihx_unavoid,val,9.180338
ihx_unavoid,eva,16.774377
ihx_unavoid,tot,111.683508
val_unavoid,comp,32.9998
val_unavoid,cond,40.494434
val_unavoid,ihx,13.631493
val_unavoid,val,10.402995
val_unavoid,eva,16.778141
val_unavoid,tot,114.306863
eva_unavoid,comp,31.888667
eva_unavoid,cond,39.129091
eva_unavoid,ihx,12.622108
eva_unavoid,val,10.06853
eva_unavoid,eva,6.758133
eva_unavoid,tot,100.466529
