,Min. temp. diff. COND [K],Min. temp. diff. EVA [K],Min. temp. diff. IHX [K]
8.0,6.658,4.516,0.0
7.5,6.152,4.622,0.0
7.0,5.646,4.728,0.0
6.5,5.14,4.835,0.0
6.0,4.634,4.936,0.0
