,Min. temp. diff. COND [K],Min. temp. diff. EVA [K],Min. temp. diff. IHX [K]
8.0,6.7,-0.0,5.0
7.5,6.194,-0.0,5.0
7.0,5.688,-0.0,5.0
6.5,5.182,-0.0,5.0
6.0,4.676,-0.0,5.0
