,Min. temp. diff. COND [K],Min. temp. diff. EVA [K],Min. temp. diff. IHX [K]
10.0,8.718,4.35,5.0
9.5,8.212,4.455,5.0
9.0,7.706,4.561,5.0
8.5,7.2,4.665,5.0
8.0,6.694,4.768,5.0
7.5,6.188,4.871,5.0
7.0,5.682,4.972,5.0
6.5,5.176,5.073,5.0
6.0,4.67,5.173,5.0
