,Min. temp. diff. COND [K],Min. temp. diff. EVA [K],Min. temp. diff. IHX [K]
8.0,6.658,4.242,0.0
7.5,6.152,4.346,0.0
7.0,5.646,4.45,0.0
6.5,5.14,4.554,0.0
6.0,4.634,4.659,0.0
