,Min. temp. diff. COND [K],Min. temp. diff. EVA [K],Min. temp. diff. IHX [K]
8.0,6.686,5.431,5.0
7.5,6.18,5.533,5.0
7.0,5.674,5.636,5.0
6.5,5.168,5.739,5.0
6.0,4.662,5.841,5.0
