,Min. temp. diff. COND [K],Min. temp. diff. EVA [K],Min. temp. diff. IHX [K]
8.0,6.658,3.228,0.0
7.5,6.152,3.338,0.0
7.0,5.646,3.447,0.0
6.5,5.14,3.557,0.0
6.0,4.634,3.668,0.0
