,Min. temp. diff. COND [K],Min. temp. diff. EVA [K],Min. temp. diff. IHX [K]
8.0,6.7,5.407,5.0
7.5,6.194,5.509,5.0
7.0,5.688,5.611,5.0
6.5,5.182,5.714,5.0
6.0,4.676,5.818,5.0
