,Min. temp. diff. COND [K],Min. temp. diff. EVA [K],Min. temp. diff. IHX [K]
8.0,-0.01,7.143,5.0
7.5,-0.01,7.143,5.0
7.0,-0.01,7.143,5.0
6.5,-0.01,7.143,5.0
6.0,-0.01,7.143,5.0
5.5,-0.01,7.143,5.0
5.0,-0.01,7.143,5.0
4.5,-0.01,7.143,5.0
4.0,-0.01,7.143,5.0
3.5,-0.01,7.143,5.0
3.0,-0.01,7.143,5.0
2.5,-0.01,7.143,5.0
2.0,-0.01,7.143,5.0
1.5,-0.01,7.143,5.0
1.0,-0.01,7.143,5.0
0.5,-0.01,7.143,5.0
0.0,-0.01,7.143,5.0
