,Min. temp. diff. COND [K],Min. temp. diff. EVA [K],Min. temp. diff. IHX [K]
15.0,5.176,8.435,5.0
14.5,5.176,8.158,5.0
14.0,5.176,7.883,5.0
13.5,5.176,7.613,5.0
13.0,5.176,7.347,5.0
12.5,5.176,7.083,5.0
12.0,5.176,6.822,5.0
11.5,5.176,6.565,5.0
11.0,5.176,6.31,5.0
10.5,5.176,6.057,5.0
10.0,5.176,5.808,5.0
9.5,5.176,5.561,5.0
9.0,5.176,5.315,5.0
8.5,5.176,5.073,5.0
8.0,5.176,4.833,5.0
