,Min. temp. diff. COND [K],Min. temp. diff. EVA [K],Min. temp. diff. IHX [K]
8.0,6.7,3.111,5.0
7.5,6.194,3.22,5.0
7.0,5.688,3.324,5.0
6.5,5.182,3.429,5.0
6.0,4.676,3.535,5.0
