label,cop
optimal_all_real,2.8630895077853027
optimal_comp_eva,3.4537418107670694
optimal_comp_ihx,3.5446182703773954
optimal_eva,3.89859247599616
optimal_val_eva,3.79906514997356
optimal_comp_val,3.599478337251
optimal_comp,3.682215856732153
optimal_ihx,3.997874519010538
optimal_ihx_val,3.860157037793099
optimal_ihx_eva,3.725889414709748
optimal_val,4.057755766964603
optimal_all_ideal,4.171558350227267
optimal_cond_unavoid,2.9251471664492157
optimal_comp_unavoid,3.00152637578143
optimal_ihx_unavoid,2.890716198434118
optimal_val_unavoid,2.8630895077853027
optimal_eva_unavoid,2.9571590291811645
optimal_comp_cond,3.219422494431697
optimal_cond_ihx,3.448402537758691
optimal_cond_eva,3.3948601099293647
optimal_cond_val,3.499578254363165
optimal_cond,3.589347563945546
optimal_all_real,2.8630895077853027
optimal_comp_eva,3.4537418107670694
optimal_comp_ihx,3.5446182703773954
optimal_comp_val,3.599478337251
optimal_comp,3.682215856732153
optimal_eva,3.89859247599616
optimal_val_eva,3.79906514997356
optimal_ihx_val,3.860157037793099
optimal_ihx,3.997874519010538
optimal_ihx_eva,3.725889414709748
optimal_val,4.057755766964603
optimal_all_ideal,4.171558350227267
optimal_cond_unavoid,2.9251471664492157
optimal_comp_unavoid,3.00152637578143
optimal_ihx_unavoid,2.890716198434118
optimal_val_unavoid,2.8630895077853027
optimal_eva_unavoid,2.9571590291811645
optimal_comp_cond,3.219422494431697
optimal_cond_ihx,3.448402537758691
optimal_cond_eva,3.3948601099293647
optimal_cond_val,3.499578254363165
optimal_cond,3.589347563945546
optimal_all_real,2.8630895077853027
optimal_comp_eva,3.4537418107670694
optimal_comp_ihx,3.5446182703773954
optimal_comp_val,3.599478337251
optimal_val_eva,3.79906514997356
optimal_eva,3.89859247599616
optimal_comp,3.682215856732153
optimal_ihx_val,3.860157037793099
optimal_ihx,3.997874519010538
optimal_ihx_eva,3.725889414709748
optimal_val,4.057755766964603
optimal_all_ideal,4.171558350227267
optimal_cond_unavoid,2.9251471664492157
optimal_comp_unavoid,3.0606879629319996
optimal_ihx_unavoid,2.890716198434118
optimal_val_unavoid,2.8630895077853027
optimal_eva_unavoid,2.9571590291811645
optimal_comp_cond,3.219422494431697
optimal_cond_eva,3.3948601099293647
optimal_cond_ihx,3.448402537758691
optimal_cond_val,3.499578254363165
optimal_cond,3.589347563945546
optimal_all_real,2.8630895077853027
optimal_comp_eva,3.4537418107670694
optimal_comp_ihx,3.5446182703773954
optimal_comp,3.682215856732153
optimal_comp_val,3.599478337251
optimal_eva,3.89859247599616
optimal_val_eva,3.79906514997356
optimal_ihx_val,3.860157037793099
optimal_ihx_eva,3.725889414709748
optimal_ihx,3.997874519010538
optimal_val,4.057755766964603
optimal_all_ideal,4.171558350227267
optimal_cond_unavoid,2.9251471664492157
optimal_comp_unavoid,3.0606879629319996
optimal_ihx_unavoid,2.890716198434118
optimal_val_unavoid,2.8630895077853027
optimal_eva_unavoid,2.9571590291811645
optimal_comp_cond,3.219422494431697
optimal_cond_ihx,3.448402537758691
optimal_cond_eva,3.3948601099293647
optimal_cond_val,3.499578254363165
optimal_cond,3.589347563945546
optimal_all_real,2.8630895077853027
optimal_comp_eva,3.4537418107670694
optimal_comp_ihx,3.5446182703773954
optimal_comp,3.682215856732153
optimal_comp_val,3.599478337251
optimal_eva,3.89859247599616
optimal_val_eva,3.79906514997356
optimal_ihx_val,3.860157037793099
optimal_ihx_eva,3.725889414709748
optimal_ihx,3.997874519010538
optimal_all_ideal,4.171558350227267
optimal_val,4.057755766964603
optimal_cond_unavoid,2.9251471664492157
optimal_comp_unavoid,3.0606879629319996
optimal_ihx_unavoid,2.890716198434118
optimal_val_unavoid,2.8630895077853027
optimal_eva_unavoid,2.9571590291811645
optimal_comp_cond,3.219422494431697
optimal_cond_eva,3.3948601099293647
optimal_cond_ihx,3.448402537758691
optimal_cond_val,3.499578254363165
optimal_cond,3.589347563945546
