,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,20.2979,17.3161,2.9817,0.8531,20.2979,,0.17219468254534695
eva,606.7048,606.7048,0.0,1.0,113.6435,2530.9042932089505,4.0705954871001605e-13
ihx,11.6622,11.6622,0.0,1.0,4.2274,210.05795641207143,2.1805912667681183e-13
exp,506.077,461.9873,44.0897,0.9129,461.9873,,0.09543485433269974
cond,,,0.073,,,1971.3439749349902,0.01108269845271792
tot,606.7048,559.5603,47.1444,0.9223,559.5603,,0.08425264749535265
