,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,16.3113,16.3113,0.0,1.0,16.3113,,5.219014337286662e-09
eva,606.7048,483.0568,123.6479,0.7962,0.0,2530.9042932093653,0.2559697206822278
ihx,12.9144,4.4729,8.4416,0.3463,-0.0,170.0440268045215,1.8872799288926811
exp,490.4403,490.4403,0.0,1.0,490.4403,,8.113793653288746e-13
cond,,,0.4862,,,2056.7752491876295,0.07174195302455644
tot,606.7048,474.129,132.5757,0.7815,474.129,,0.2796194710522187
