,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,18.569,15.8412,2.7278,0.8531,18.569,,0.1721946825482562
eva,606.7048,484.6838,122.021,0.7989,0.0,2530.9042932090215,0.251753743380482
ihx,10.5207,10.5207,-0.0,1.0,3.8575,203.1673011081378,-5.112779856497821e-12
exp,496.6016,496.6016,-0.0,1.0,496.6016,,-1.7762234947500518e-15
cond,,,0.0659,,,2049.0142000517094,0.009623765982873067
tot,606.7048,481.8901,124.8147,0.7943,481.8901,,0.259010643997217
