,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,17.954,17.954,0.0,1.0,17.954,,4.343001467372537e-09
eva,606.7048,606.7048,0.0,1.0,123.6296,2530.904293209237,6.579168931177671e-14
ihx,8.4978,2.1785,6.3193,0.2564,0.0,113.95839274076026,2.90084252605903
exp,494.2279,494.2279,0.0,1.0,494.2279,,1.1944625644132663e-12
cond,,,0.482,,,1931.0008755944725,0.07579949047056544
tot,606.7048,599.9034,6.8013,0.9888,599.9034,,0.01133738983271177
