,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,20.5814,17.558,3.0234,0.8531,20.5814,,0.17219468254461454
eva,606.7048,606.7048,0.0,1.0,119.7244,2530.9042932090215,5.305781396114227e-14
ihx,6.1019,6.1019,-0.0,1.0,2.2012,144.99765152162075,-1.358436627513406e-12
exp,502.2627,502.2627,0.0,1.0,502.2627,,0.0
cond,,,0.0744,,,1927.2973245346473,0.01155510825024919
tot,606.7048,603.607,3.0978,0.9949,603.607,,0.005132127374697187
