,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,16.3807,16.3807,-0.0,1.0,16.3807,,-4.591869181526994e-13
eva,606.7048,606.7048,-0.0,1.0,106.7106,2530.904293209144,-6.918738940532354e-14
ihx,23.4378,23.4378,0.0,1.0,6.6935,286.0089644139554,1.8816119142113727e-13
exp,463.645,423.252,40.393,0.9129,423.252,,0.09543485433269623
cond,,,46.0363,,,2010.6288521523359,6.698596749056222
tot,606.7048,520.2754,86.4293,0.8575,520.2754,,0.16612222804420154
