,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,818.4079,737.7808,80.6271,0.9015,818.4079,,0.109283285723386
cond,704.5595,704.5595,-0.0,1.0,97.8548,2530.9042932092134,-2.810770580902018e-13
ihx,76.8374,76.8374,-0.0,1.0,17.4223,626.7636934092769,-1.0054615979075202e-14
val,15.799,15.799,0.0,1.0,15.799,,0.0
eva,,,0.0,,,1843.572427918918,3.3653790865173505e-10
tot,687.3319,606.7048,80.6271,0.8827,687.3319,,0.13289348385910632
