,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,865.2229,779.0343,86.1886,0.9004,865.2229,,0.11063516987651002
cond,689.9946,606.7048,83.2898,0.8793,0.0,2530.9042932090388,0.13728231219343895
ihx,77.1826,48.0327,29.1499,0.6223,0.0,619.7904798116199,0.6068765162014583
val,52.3602,30.5202,21.84,0.5829,0.0,,1.9336141314970199
eva,,,38.0498,,,1665.6814004130981,3.368757999160575
tot,865.2229,606.7048,258.5181,0.7012,865.2229,,0.4261020430365507
