,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,800.6599,800.6599,-0.0,1.0,800.6599,,-9.918183005925656e-16
cond,705.0995,705.0995,-0.0,1.0,98.3948,2530.9042932092134,-2.8195747256727085e-13
ihx,79.1217,48.69,30.4318,0.6154,-0.0,654.0439685536372,0.6250116659334906
val,22.9899,22.9899,-0.0,1.0,22.9899,,-6.438085620175116e-14
eva,,,42.1387,,,1851.629088954024,3.416310041598557
tot,679.2752,606.7048,72.5704,0.8932,679.2752,,0.11961410711367043
