,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,757.9788,757.9788,-0.0,1.0,757.9788,,-5.161420295801143e-15
cond,705.1154,606.7048,98.4107,0.8604,-0.0,2530.904293209274,0.16220518518044777
ihx,88.1345,59.3147,28.8199,0.673,-0.0,648.2291309645904,0.48588092621857065
val,24.0435,24.0435,-0.0,1.0,24.0435,,-7.081894182192627e-13
eva,,,0.0,,,1796.9690099884672,3.394475811546726e-10
tot,733.9353,606.7048,127.2305,0.8266,733.9353,,0.2097074818204253
