,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,744.0295,744.0295,-0.0,1.0,744.0295,,-6.165545391412243e-15
cond,705.1154,606.7048,98.4107,0.8604,-0.0,2530.9042932091816,0.16220518518037264
ihx,91.9091,91.9091,0.0,1.0,20.8269,691.4522503931667,3.362323227190143e-14
val,18.0872,18.0872,-0.0,1.0,18.0872,,-4.50665993412258e-13
eva,,,0.0,,,1825.788879301726,3.3789504527703684e-10
tot,705.1154,606.7048,98.4107,0.8604,705.1154,,0.16220518518697513
