,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,10.9429,9.335,1.6079,0.8531,10.9429,,0.17224354219347593
eva,369.3732,295.2185,74.1547,0.7992,-0.0,1682.2612707591793,0.2511857383705894
ihx,9.7679,5.7533,4.0145,0.589,0.0,129.8858640946056,0.6977766876859974
exp,267.3121,242.767,24.545,0.9082,242.767,,0.10110535613931068
cond,,,33.2269,,,1450.437127225045,6.7287678524055465
tot,369.3732,231.8241,137.5491,0.6276,231.8241,,0.5933336455179161
