,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,10.3068,10.3068,0.0,1.0,10.3068,,6.510956741656365e-13
eva,369.3732,369.3732,-0.0,1.0,73.6207,1682.2612707593066,-5.570550654763394e-13
ihx,4.4557,1.1591,3.2967,0.2601,0.0,44.574347673313014,2.8442031495249855
exp,271.7481,271.7481,-0.0,1.0,271.7481,,-4.2947058406326095e-15
cond,,,31.0145,,,1347.199203998377,6.843546738410282
tot,369.3732,335.0621,34.3111,0.9071,335.0621,,0.10240234386105386
