,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,11.1411,9.5042,1.6369,0.8531,11.1411,,0.17223116072073538
eva,369.3732,287.7647,81.6085,0.7791,-0.0,1682.2612707590372,0.2835943854613768
ihx,1.5953,1.5953,-0.0,1.0,0.6096,59.983113601369055,-1.88663178139653e-12
exp,296.62,296.62,0.0,1.0,296.62,,2.0273759284626278e-15
cond,,,0.0394,,,1396.1728076863978,0.00842680359283321
tot,369.3732,286.0885,83.2847,0.7745,286.0885,,0.2911153556109187
