,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,11.9342,10.1807,1.7534,0.8531,11.9342,,0.17223116071807953
eva,369.3732,369.3732,0.0,1.0,70.8376,1682.261270759244,2.3355875711469455e-13
ihx,2.9947,2.9947,0.0,1.0,0.6759,66.27432749751368,7.900654949249043e-13
exp,277.2331,277.2331,-0.0,1.0,277.2331,,-6.403994992163209e-15
cond,,,30.8073,,,1345.4488207082156,6.702946284254075
tot,369.3732,336.8125,32.5608,0.9118,336.8125,,0.09667326038682585
