,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,216.7542,216.7542,0.0,1.0,216.7542,,1.0459207182530844e-14
cond,197.9509,197.9509,0.0,1.0,22.1629,840.2116355579329,1.7465199972263026e-12
ihx,29.4673,19.0976,10.3698,0.6481,-0.0,212.7767001796666,0.5429873048698627
val,8.4336,8.4336,-0.0,1.0,8.4336,,-2.5752342480700464e-13
eva,,,0.0,,,654.0538578698154,2.7224373866374663e-09
tot,186.1578,175.788,10.3698,0.9443,186.1578,,0.05899009645555469
