,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,255.931,242.3118,13.6191,0.9468,255.931,,0.05620498696840191
cond,206.6768,175.788,30.8888,0.8505,0.0,840.211635558133,0.1757162118896091
ihx,32.8216,20.3281,12.4935,0.6194,0.0,230.15169067212122,0.6145909029299247
val,20.2067,10.6957,9.511,0.5293,0.0,,2.6490028171433857
eva,,,13.6305,,,584.2806712095396,3.796385059327193
tot,255.931,175.788,80.1429,0.6869,255.931,,0.45590670444700465
