,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,240.9665,240.9665,0.0,1.0,240.9665,,3.861839928958871e-15
cond,208.168,175.788,32.38,0.8445,-0.0,840.2116355577948,0.184199031162264
ihx,38.1389,38.1389,-0.0,1.0,11.0961,260.3587318505054,-1.3420084003517969e-13
val,7.4493,7.4493,0.0,1.0,7.4493,,3.2190428100875575e-13
eva,,,14.2531,,,617.7905424763188,3.944343090777007
tot,222.4211,175.788,46.6331,0.7903,222.4211,,0.26528011744130925
