,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,239.5132,215.7408,23.7724,0.9007,239.5132,,0.11018977519946575
cond,202.197,202.197,0.0,1.0,26.409,840.2116355578107,1.2048504492243182e-12
ihx,29.7112,29.7112,-0.0,1.0,7.5349,218.47715535287944,-1.2026220142194358e-13
val,6.0089,6.0089,0.0,1.0,6.0089,,4.506659934122581e-13
eva,,,0.0,,,640.6511855304858,2.722405412214357e-09
tot,199.5605,175.788,23.7724,0.8809,199.5605,,0.1352334715628137
