,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,235.3089,235.3089,-0.0,1.0,235.3089,,-7.285997580773517e-15
cond,199.8415,199.8415,0.0,1.0,24.0535,840.21163555778,1.0289776783656864e-12
ihx,30.1364,18.2569,11.8795,0.6058,-0.0,225.70949899786444,0.6506849495692321
val,8.8096,8.8096,-0.0,1.0,8.8096,,-1.9314256860525346e-13
eva,,,14.7783,,,637.7658311403255,3.8846508133970907
tot,202.4458,175.788,26.6578,0.8683,202.4458,,0.1516472994557833
