,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,234.3035,234.3035,0.0,1.0,234.3035,,9.57314331843754e-15
cond,208.168,175.788,32.38,0.8445,0.0,840.2116355578443,0.1841990311631539
ihx,45.0059,30.4101,14.5958,0.6757,0.0,270.0298879043858,0.4799657575190841
val,11.5396,11.5396,0.0,1.0,11.5396,,1.287617124035023e-13
eva,,,0.0,,,617.4478068132402,2.7224515974921815e-09
tot,222.7638,175.788,46.9758,0.7891,222.7638,,0.2672298274007225
