,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,248.329,223.6816,24.6474,0.9007,248.329,,0.1101897751994651
cond,208.168,175.788,32.38,0.8445,0.0,840.2116355576862,0.18419903116149988
ihx,34.5075,34.5075,-0.0,1.0,8.8043,232.7435016046664,-2.0522797137509846e-14
val,6.7092,6.7092,0.0,1.0,6.7092,,1.287617124035023e-13
eva,,,0.0,,,607.3962051468126,2.7222419873851322e-09
tot,232.8154,175.788,57.0274,0.7551,232.8154,,0.324410068539105
