,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,445.622,399.0057,46.6163,0.8954,445.622,,0.11683109779515577
cond,381.5975,311.8135,69.7841,0.8171,0.0,1677.7263927664471,0.22380066405375965
ihx,34.3804,34.3804,0.0,1.0,8.6228,317.38827467825655,3.932467764626688e-14
val,8.7854,8.7854,-0.0,1.0,8.7854,,-7.725702744210138e-13
eva,,,0.0,,,1249.5126017358257,2.7226256804624427e-09
tot,428.2138,311.8135,116.4003,0.7282,428.2138,,0.3733011805955403
