,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,421.0832,421.0832,0.0,1.0,421.0832,,7.843444799479476e-15
cond,372.7903,372.7903,0.0,1.0,60.9768,1677.7263927672604,1.112187549599623e-12
ihx,30.278,30.278,0.0,1.0,9.3322,331.56661592635504,1.8711686903150702e-13
val,8.5697,8.5697,-0.0,1.0,8.5697,,-6.438085620175115e-14
eva,,,30.3911,,,1335.5218401559646,4.14692642982433
tot,342.2046,311.8135,30.3911,0.9112,342.2046,,0.09746562569628724
