,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,387.8394,387.8394,0.0,1.0,387.8394,,2.498424310692581e-15
cond,372.1046,372.1046,0.0,1.0,60.2911,1677.7263927672604,1.1356913104622932e-12
ihx,29.4071,29.4071,-0.0,1.0,7.3535,302.8301332446404,-1.488722869385851e-13
val,8.3813,8.3813,0.0,1.0,8.3813,,6.438085620175116e-14
eva,,,0.0,,,1365.9129339929784,2.7224373866374663e-09
tot,311.8135,311.8135,0.0,1.0,311.8135,,6.705029596188752e-11
