,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,488.0453,488.0453,0.0,1.0,488.0453,,2.094699202621234e-15
cond,432.6504,369.3732,63.2771,0.8537,-0.0,1682.2612707591497,0.1713095089778234
ihx,65.0927,65.0927,-0.0,1.0,17.1272,505.50276001158886,-7.813608820052587e-14
val,10.603,10.603,-0.0,1.0,10.603,,-3.2190428100875575e-13
eva,,,27.6647,,,1221.9461987130594,3.4844258953670035
tot,460.3151,369.3732,90.9419,0.8024,460.3151,,0.24620590341960044
