,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,506.5589,455.3652,51.1937,0.8989,506.5589,,0.11242329275811902
cond,425.6045,425.6045,-0.0,1.0,56.2313,1682.2612707593066,-3.176653560050658e-13
ihx,50.7135,33.4035,17.31,0.6587,-0.0,401.216549722268,0.5182093191789351
val,12.4507,12.4507,-0.0,1.0,12.4507,,-3.862851372105069e-13
eva,,,0.0,,,1244.3844079947303,3.381508406619105e-10
tot,437.8769,369.3732,68.5037,0.8436,437.8769,,0.18545918760014649
