,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,535.5527,480.7835,54.7693,0.8977,535.5527,,0.11391675282739866
cond,421.2864,369.3732,51.9132,0.8768,0.0,1682.2612707590383,0.1405440828919119
ihx,53.131,33.0589,20.0721,0.6222,0.0,426.5764872994934,0.6071602102308604
val,34.2426,21.011,13.2316,0.6136,0.0,,1.702077584643074
eva,,,26.1933,,,1146.7085228701735,3.3694239795115237
tot,535.5527,369.3732,166.1795,0.6897,535.5527,,0.44989603109313964
