,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
comp,488.3955,488.3955,0.0,1.0,488.3955,,3.3325953844346413e-15
cond,425.235,425.235,-0.0,1.0,55.8618,1682.2612707592402,-5.632104174325593e-14
ihx,54.0637,33.2654,20.7984,0.6153,0.0,446.8478772388232,0.625226644803565
val,13.6035,13.6035,0.0,1.0,13.6035,,6.438085620175116e-14
eva,,,28.7586,,,1263.3310727562928,3.4126492210135133
tot,418.9302,369.3732,49.557,0.8817,418.9302,,0.13416509164370136
