label,cop
optimal_all_real,3.3661586687131293
optimal_ihx_eva,4.555735879954614
optimal_eva,4.764409237266593
optimal_comp_eva,4.186983804673397
optimal_val_eva,4.6397918720575495
optimal_ihx_val,4.823121688420586
optimal_comp_ihx,4.396047020589151
optimal_comp_val,4.457131578377328
optimal_val,5.066813024300145
optimal_comp,4.563465836797879
optimal_ihx_unavoid,3.3935569755919364
optimal_comp_unavoid,3.5476529884180352
optimal_cond_unavoid,3.472180842816505
optimal_val_unavoid,3.3661586687131293
optimal_eva_unavoid,3.5163891946191352
optimal_comp_cond,3.844513108267533
optimal_cond_eva,4.013275546404708
optimal_cond_val,4.1934889266411695
optimal_cond,4.310474083868504
optimal_cond_ihx,4.121703258788127
optimal_all_real,3.3661586687131293
optimal_ihx_eva,4.555735879954614
optimal_val_eva,4.6397918720575495
optimal_eva,4.764409237266593
optimal_comp_eva,4.186983804673397
optimal_ihx_val,4.823121688420586
optimal_ihx,4.997887836336947
optimal_comp_ihx,4.396047020589151
optimal_all_ideal,5.211908514535098
optimal_val,5.066813024300145
optimal_comp,4.563465836797879
optimal_comp_val,4.457131578377328
optimal_ihx_unavoid,3.3935569755919364
optimal_comp_unavoid,3.5476529884180352
optimal_cond_unavoid,3.472180842816505
optimal_val_unavoid,3.3661586687131293
optimal_eva_unavoid,3.5163891946191352
optimal_comp_cond,3.844513108267533
optimal_cond_eva,4.013275546404708
optimal_cond_val,4.1934889266411695
optimal_cond,4.310474083868504
optimal_cond_ihx,4.121703258788127
optimal_all_real,3.3661586687131293
optimal_ihx_eva,4.555735879954614
optimal_comp_eva,4.186983804673397
optimal_eva,4.764409237266593
optimal_ihx_val,4.823121688420586
optimal_comp_ihx,4.396047020589151
optimal_ihx,4.997887836336947
optimal_val,5.066813024300145
optimal_comp,4.563465836797879
optimal_comp_val,4.457131578377328
optimal_all_ideal,5.211908514535098
optimal_ihx_unavoid,3.3935569755919364
optimal_cond_unavoid,3.472180842816505
optimal_val_unavoid,3.3661586687131293
optimal_comp_unavoid,3.625269004765562
optimal_eva_unavoid,3.5163891946191352
optimal_comp_cond,3.844513108267533
optimal_cond_eva,4.013275546404708
optimal_cond_val,4.1934889266411695
optimal_cond,4.310474083868504
optimal_cond_ihx,4.121703258788127
optimal_all_real,3.3661586687131293
optimal_ihx_eva,4.555735879954614
optimal_val_eva,4.6397918720575495
optimal_comp_eva,4.186983804673397
optimal_eva,4.764409237266593
optimal_ihx,4.997887836336947
optimal_ihx_val,4.823121688420586
optimal_comp_ihx,4.396047020589151
optimal_val,5.066813024300145
optimal_comp_val,4.457131578377328
optimal_comp,4.563465836797879
optimal_all_ideal,5.211908514535098
optimal_ihx_unavoid,3.3935569755919364
optimal_cond_unavoid,3.472180842816505
optimal_comp_unavoid,3.625269004765562
optimal_val_unavoid,3.3661586687131293
