STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       3987;2021092600;    3;  15.8;  91.0;eor
       3987;2021092601;    3;  14.6;  93.0;eor
       3987;2021092602;    3;  14.8;  94.0;eor
       3987;2021092603;    3;  14.6;  95.0;eor
       3987;2021092604;    3;  14.1;  97.0;eor
       3987;2021092605;    3;  14.3;  97.0;eor
       3987;2021092606;    3;  14.3;  98.0;eor
       3987;2021092607;    3;  15.0;  97.0;eor
       3987;2021092608;    3;  17.2;  85.0;eor
       3987;2021092609;    3;  19.6;  74.0;eor
       3987;2021092610;    3;  20.4;  73.0;eor
       3987;2021092611;    3;  22.7;  59.0;eor
       3987;2021092612;    3;  23.1;  58.0;eor
       3987;2021092613;    3;  24.2;  54.0;eor
       3987;2021092614;    3;  23.9;  55.0;eor
       3987;2021092615;    3;  23.6;  59.0;eor
       3987;2021092616;    3;  21.7;  67.0;eor
       3987;2021092617;    3;  19.7;  74.0;eor
       3987;2021092618;    3;  18.4;  79.0;eor
       3987;2021092619;    3;  17.8;  80.0;eor
       3987;2021092620;    3;  17.3;  82.0;eor
       3987;2021092621;    3;  16.6;  85.0;eor
       3987;2021092622;    3;  16.1;  87.0;eor
       3987;2021092623;    3;  15.5;  90.0;eor
       3987;2021092700;    3;  14.9;  93.0;eor
       3987;2021092701;    3;  14.6;  94.0;eor
       3987;2021092702;    3;  14.4;  95.0;eor
       3987;2021092703;    3;  15.1;  93.0;eor
       3987;2021092704;    3;  15.0;  92.0;eor
       3987;2021092705;    3;  15.0;  96.0;eor
       3987;2021092706;    3;  14.8;  98.0;eor
       3987;2021092707;    3;  15.6;  97.0;eor
       3987;2021092708;    3;  16.5;  93.0;eor
       3987;2021092709;    3;  17.7;  89.0;eor
       3987;2021092710;    3;  18.1;  90.0;eor
       3987;2021092711;    3;  18.7;  88.0;eor
       3987;2021092712;    3;  18.9;  88.0;eor
       3987;2021092713;    3;  19.1;  82.0;eor
       3987;2021092714;    3;  19.2;  85.0;eor
       3987;2021092715;    3;  19.3;  84.0;eor
       3987;2021092716;    3;  18.7;  86.0;eor
       3987;2021092717;    3;  17.6;  94.0;eor
       3987;2021092718;    3;  17.3;  93.0;eor
       3987;2021092719;    3;  17.2;  94.0;eor
       3987;2021092720;    3;  17.4;  92.0;eor
       3987;2021092721;    3;  17.4;  92.0;eor
       3987;2021092722;    3;  16.8;  95.0;eor
       3987;2021092723;    3;  16.6;  96.0;eor
       3987;2021092800;    3;  16.3;  97.0;eor
       3987;2021092801;    3;  16.1;  96.0;eor
       3987;2021092802;    3;  16.0;  96.0;eor
       3987;2021092803;    3;  16.1;  95.0;eor
       3987;2021092804;    3;  15.3;  91.0;eor
       3987;2021092805;    3;  14.8;  88.0;eor
       3987;2021092806;    3;  14.1;  95.0;eor
       3987;2021092807;    3;  14.3;  95.0;eor
       3987;2021092808;    3;  14.5;  94.0;eor
       3987;2021092809;    3;  14.7;  92.0;eor
       3987;2021092810;    3;  15.1;  87.0;eor
       3987;2021092811;    3;  16.0;  85.0;eor
       3987;2021092812;    3;  16.6;  71.0;eor
       3987;2021092813;    3;  17.5;  63.0;eor
       3987;2021092814;    3;  17.1;  64.0;eor
       3987;2021092815;    3;  16.9;  63.0;eor
       3987;2021092816;    3;  15.9;  74.0;eor
       3987;2021092817;    3;  14.4;  78.0;eor
       3987;2021092818;    3;  14.2;  82.0;eor
       3987;2021092819;    3;  13.3;  84.0;eor
       3987;2021092820;    3;  12.6;  92.0;eor
       3987;2021092821;    3;  12.0;  96.0;eor
       3987;2021092822;    3;  11.9;  98.0;eor
       3987;2021092823;    3;  11.6;  98.0;eor
       3987;2021092900;    3;  11.7;  99.0;eor
       3987;2021092901;    3;  11.3;  99.0;eor
       3987;2021092902;    3;  11.3; 100.0;eor
       3987;2021092903;    3;  11.0;  99.0;eor
       3987;2021092904;    3;  11.3; 100.0;eor
       3987;2021092905;    3;  12.0; 100.0;eor
       3987;2021092906;    3;  12.6;  99.0;eor
       3987;2021092907;    3;  13.3;  99.0;eor
       3987;2021092908;    3;  13.7;  98.0;eor
       3987;2021092909;    3;  13.9;  99.0;eor
       3987;2021092910;    3;  14.3; 100.0;eor
       3987;2021092911;    3;  14.5;  99.0;eor
       3987;2021092912;    3;  14.7;  97.0;eor
       3987;2021092913;    3;  15.5;  95.0;eor
       3987;2021092914;    3;  16.0;  93.0;eor
       3987;2021092915;    3;  16.2;  91.0;eor
       3987;2021092916;    3;  15.5;  95.0;eor
       3987;2021092917;    3;  14.4;  98.0;eor
       3987;2021092918;    3;  13.4;  91.0;eor
       3987;2021092919;    3;  12.2;  93.0;eor
       3987;2021092920;    3;  11.9;  88.0;eor
       3987;2021092921;    3;  10.9;  86.0;eor
       3987;2021092922;    3;  10.2;  87.0;eor
       3987;2021092923;    3;   9.1;  89.0;eor
       3987;2021093000;    3;   8.7;  90.0;eor
       3987;2021093001;    3;   8.4;  88.0;eor
       3987;2021093002;    3;   8.3;  88.0;eor
       3987;2021093003;    3;   8.6;  87.0;eor
       3987;2021093004;    3;   8.7;  87.0;eor
       3987;2021093005;    3;   8.5;  87.0;eor
       3987;2021093006;    3;   9.0;  85.0;eor
       3987;2021093007;    3;   9.5;  83.0;eor
       3987;2021093008;    3;  10.0;  80.0;eor
       3987;2021093009;    3;  11.7;  75.0;eor
       3987;2021093010;    3;  12.4;  72.0;eor
       3987;2021093011;    3;  14.9;  66.0;eor
       3987;2021093012;    3;  13.7;  72.0;eor
       3987;2021093013;    3;  15.4;  55.0;eor
       3987;2021093014;    3;  14.6;  61.0;eor
       3987;2021093015;    3;  14.4;  64.0;eor
       3987;2021093016;    3;  12.4;  75.0;eor
       3987;2021093017;    3;  10.7;  79.0;eor
       3987;2021093018;    3;   9.5;  83.0;eor
       3987;2021093019;    3;   9.4;  84.0;eor
       3987;2021093020;    3;   9.4;  81.0;eor
       3987;2021093021;    3;   8.3;  87.0;eor
       3987;2021093022;    3;   9.0;  79.0;eor
       3987;2021093023;    3;   8.8;  81.0;eor
       3987;2021100100;    3;   8.9;  81.0;eor
       3987;2021100101;    3;   8.5;  83.0;eor
       3987;2021100102;    3;   7.6;  88.0;eor
       3987;2021100103;    3;   7.2;  88.0;eor
       3987;2021100104;    3;   6.8;  89.0;eor
       3987;2021100105;    3;   6.9;  88.0;eor
       3987;2021100106;    3;   7.2;  85.0;eor
       3987;2021100107;    3;   8.4;  79.0;eor
       3987;2021100108;    3;  10.1;  76.0;eor
       3987;2021100109;    3;  12.8;  66.0;eor
       3987;2021100110;    3;  15.1;  60.0;eor
       3987;2021100111;    3;  16.5;  55.0;eor
       3987;2021100112;    3;  17.5;  54.0;eor
       3987;2021100113;    3;  17.4;  51.0;eor
       3987;2021100114;    3;  17.4;  49.0;eor
       3987;2021100115;    3;  16.5;  52.0;eor
       3987;2021100116;    3;  14.3;  64.0;eor
       3987;2021100117;    3;  12.6;  73.0;eor
       3987;2021100118;    3;  11.9;  73.0;eor
       3987;2021100119;    3;  11.1;  73.0;eor
       3987;2021100120;    3;  11.6;  72.0;eor
       3987;2021100121;    3;  10.8;  78.0;eor
       3987;2021100122;    3;  10.5;  79.0;eor
       3987;2021100123;    3;   9.5;  84.0;eor
       3987;2021100200;    3;   9.5;  85.0;eor
       3987;2021100201;    3;   9.9;  82.0;eor
       3987;2021100202;    3;  10.0;  81.0;eor
       3987;2021100203;    3;  10.4;  79.0;eor
       3987;2021100204;    3;  10.1;  82.0;eor
       3987;2021100205;    3;   9.7;  86.0;eor
       3987;2021100206;    3;   9.7;  87.0;eor
       3987;2021100207;    3;  10.8;  83.0;eor
       3987;2021100208;    3;  12.2;  82.0;eor
       3987;2021100209;    3;  14.7;  68.0;eor
       3987;2021100210;    3;  17.0;  65.0;eor
       3987;2021100211;    3;  18.7;  58.0;eor
       3987;2021100212;    3;  19.3;  54.0;eor
       3987;2021100213;    3;  19.0;  62.0;eor
       3987;2021100214;    3;  19.2;  61.0;eor
       3987;2021100215;    3;  18.5;  64.0;eor
       3987;2021100216;    3;  16.2;  79.0;eor
       3987;2021100217;    3;  15.0;  83.0;eor
       3987;2021100218;    3;  14.2;  85.0;eor
       3987;2021100219;    3;  13.8;  84.0;eor
       3987;2021100220;    3;  13.7;  83.0;eor
       3987;2021100221;    3;  14.4;  81.0;eor
       3987;2021100222;    3;  14.5;  81.0;eor
       3987;2021100223;    3;  14.2;  82.0;eor
       3987;2021100300;    3;  14.5;  79.0;eor
       3987;2021100301;    3;  14.6;  77.0;eor
       3987;2021100302;    3;  14.3;  75.0;eor
       3987;2021100303;    3;  14.2;  71.0;eor
       3987;2021100304;    3;  14.3;  70.0;eor
       3987;2021100305;    3;  14.2;  70.0;eor
       3987;2021100306;    3;  14.3;  69.0;eor
       3987;2021100307;    3;  14.3;  73.0;eor
       3987;2021100308;    3;  14.9;  72.0;eor
       3987;2021100309;    3;  16.1;  68.0;eor
       3987;2021100310;    3;  16.9;  68.0;eor
       3987;2021100311;    3;  19.4;  62.0;eor
       3987;2021100312;    3;  20.3;  57.0;eor
       3987;2021100313;    3;  21.5;  57.0;eor
       3987;2021100314;    3;  21.2;  58.0;eor
       3987;2021100315;    3;  20.3;  60.0;eor
       3987;2021100316;    3;  18.9;  69.0;eor
       3987;2021100317;    3;  19.0;  65.0;eor
       3987;2021100318;    3;  18.7;  63.0;eor
       3987;2021100319;    3;  18.3;  67.0;eor
       3987;2021100320;    3;  18.1;  65.0;eor
       3987;2021100321;    3;  17.7;  68.0;eor
       3987;2021100322;    3;  16.6;  76.0;eor
       3987;2021100323;    3;  16.3;  77.0;eor
       3987;2021100400;    3;  15.8;  81.0;eor
       3987;2021100401;    3;  15.8;  88.0;eor
       3987;2021100402;    3;  15.6;  88.0;eor
       3987;2021100403;    3;  14.7;  92.0;eor
       3987;2021100404;    3;  13.9;  86.0;eor
       3987;2021100405;    3;  13.5;  87.0;eor
       3987;2021100406;    3;  13.1;  89.0;eor
       3987;2021100407;    3;  12.9;  90.0;eor
       3987;2021100408;    3;  13.7;  85.0;eor
       3987;2021100409;    3;  13.8;  85.0;eor
       3987;2021100410;    3;  13.8;  82.0;eor
       3987;2021100411;    3;  13.9;  81.0;eor
       3987;2021100412;    3;  13.8;  88.0;eor
       3987;2021100413;    3;  13.8;  90.0;eor
       3987;2021100414;    3;  13.9;  82.0;eor
       3987;2021100415;    3;  13.9;  84.0;eor
       3987;2021100416;    3;  13.6;  88.0;eor
       3987;2021100417;    3;  13.0;  91.0;eor
       3987;2021100418;    3;  12.6;  90.0;eor
       3987;2021100419;    3;  12.4;  91.0;eor
       3987;2021100420;    3;  12.7;  87.0;eor
       3987;2021100421;    3;  12.5;  90.0;eor
       3987;2021100422;    3;  12.4;  91.0;eor
       3987;2021100423;    3;  12.3;  92.0;eor
       3987;2021100500;    3;  12.3;  91.0;eor
       3987;2021100501;    3;  12.2;  92.0;eor
       3987;2021100502;    3;  11.9;  95.0;eor
       3987;2021100503;    3;  12.0;  96.0;eor
       3987;2021100504;    3;  12.0;  94.0;eor
       3987;2021100505;    3;  11.8;  94.0;eor
       3987;2021100506;    3;  11.7;  97.0;eor
       3987;2021100507;    3;  11.9;  98.0;eor
       3987;2021100508;    3;  12.7;  98.0;eor
       3987;2021100509;    3;  12.7;  98.0;eor
       3987;2021100510;    3;  12.6;  99.0;eor
       3987;2021100511;    3;  13.1;  97.0;eor
       3987;2021100512;    3;  13.4;  98.0;eor
       3987;2021100513;    3;  13.1;  98.0;eor
       3987;2021100514;    3;  12.6;  97.0;eor
       3987;2021100515;    3;  12.5;  97.0;eor
       3987;2021100516;    3;  12.0;  97.0;eor
       3987;2021100517;    3;  11.6;  98.0;eor
       3987;2021100518;    3;  11.3;  98.0;eor
       3987;2021100519;    3;  10.8;  99.0;eor
       3987;2021100520;    3;  11.1;  99.0;eor
       3987;2021100521;    3;  11.1;  99.0;eor
       3987;2021100522;    3;  10.5;  99.0;eor
       3987;2021100523;    3;  10.7;  99.0;eor
       3987;2021100600;    3;  10.9;  99.0;eor
       3987;2021100601;    3;  10.8;  98.0;eor
       3987;2021100602;    3;  11.2;  98.0;eor
       3987;2021100603;    3;  11.5;  99.0;eor
       3987;2021100604;    3;  11.6;  99.0;eor
       3987;2021100605;    3;  11.2;  99.0;eor
       3987;2021100606;    3;  10.3;  99.0;eor
       3987;2021100607;    3;  10.4;  99.0;eor
       3987;2021100608;    3;  11.7;  90.0;eor
       3987;2021100609;    3;  13.6;  80.0;eor
       3987;2021100610;    3;  14.7;  74.0;eor
       3987;2021100611;    3;  14.5;  80.0;eor
       3987;2021100612;    3;  15.1;  69.0;eor
       3987;2021100613;    3;  14.5;  72.0;eor
       3987;2021100614;    3;  14.9;  76.0;eor
       3987;2021100615;    3;  14.5;  77.0;eor
       3987;2021100616;    3;  13.7;  78.0;eor
       3987;2021100617;    3;  12.0;  86.0;eor
       3987;2021100618;    3;  11.4;  90.0;eor
       3987;2021100619;    3;  10.6;  91.0;eor
       3987;2021100620;    3;  10.4;  91.0;eor
       3987;2021100621;    3;   9.7;  94.0;eor
       3987;2021100622;    3;   9.1;  96.0;eor
       3987;2021100623;    3;   8.7;  97.0;eor
       3987;2021100700;    3;   7.9;  97.0;eor
       3987;2021100701;    3;   7.6;  97.0;eor
       3987;2021100702;    3;   7.5;  97.0;eor
       3987;2021100703;    3;   7.2;  98.0;eor
       3987;2021100704;    3;   6.7;  99.0;eor
       3987;2021100705;    3;   6.5;  99.0;eor
       3987;2021100706;    3;   6.7;  99.0;eor
       3987;2021100707;    3;   7.0;  99.0;eor
       3987;2021100708;    3;   9.5;  92.0;eor
       3987;2021100709;    3;  13.1;  76.0;eor
       3987;2021100710;    3;  14.6;  63.0;eor
       3987;2021100711;    3;  16.1;  57.0;eor
       3987;2021100712;    3;  17.3;  57.0;eor
       3987;2021100713;    3;  17.1;  57.0;eor
       3987;2021100714;    3;  17.0;  52.0;eor
       3987;2021100715;    3;  15.6;  66.0;eor
       3987;2021100716;    3;  14.2;  81.0;eor
       3987;2021100717;    3;  12.5;  86.0;eor
       3987;2021100718;    3;  11.7;  88.0;eor
       3987;2021100719;    3;  11.1;  92.0;eor
       3987;2021100720;    3;  10.3;  94.0;eor
       3987;2021100721;    3;  10.1;  95.0;eor
       3987;2021100722;    3;  10.1;  97.0;eor
       3987;2021100723;    3;  10.2;  98.0;eor
       3987;2021100800;    3;  11.0;  97.0;eor
       3987;2021100801;    3;  11.2;  97.0;eor
       3987;2021100802;    3;  10.0;  99.0;eor
       3987;2021100803;    3;   9.7; 100.0;eor
       3987;2021100804;    3;   9.3; 100.0;eor
       3987;2021100805;    3;   9.8; 100.0;eor
       3987;2021100806;    3;   9.0; 100.0;eor
       3987;2021100807;    3;   9.4; 100.0;eor
       3987;2021100808;    3;  11.6;  92.0;eor
       3987;2021100809;    3;  12.6;  78.0;eor
       3987;2021100810;    3;  15.3;  64.0;eor
       3987;2021100811;    3;  15.9;  53.0;eor
       3987;2021100812;    3;  16.0;  55.0;eor
       3987;2021100813;    3;  16.4;  54.0;eor
       3987;2021100814;    3;  16.3;  58.0;eor
       3987;2021100815;    3;  14.7;  61.0;eor
       3987;2021100816;    3;  13.1;  71.0;eor
       3987;2021100817;    3;  10.7;  82.0;eor
       3987;2021100818;    3;   9.2;  89.0;eor
       3987;2021100819;    3;   8.6;  90.0;eor
       3987;2021100820;    3;   7.6;  88.0;eor
       3987;2021100821;    3;   6.3;  92.0;eor
       3987;2021100822;    3;   5.7;  94.0;eor
       3987;2021100823;    3;   5.6;  93.0;eor
       3987;2021100900;    3;   5.2;  92.0;eor
       3987;2021100901;    3;   4.8;  93.0;eor
       3987;2021100902;    3;   4.6;  93.0;eor
       3987;2021100903;    3;   4.5;  92.0;eor
       3987;2021100904;    3;   3.8;  94.0;eor
       3987;2021100905;    3;   3.8;  92.0;eor
       3987;2021100906;    3;   3.6;  91.0;eor
       3987;2021100907;    3;   4.6;  85.0;eor
       3987;2021100908;    3;   7.0;  72.0;eor
       3987;2021100909;    3;   9.8;  60.0;eor
       3987;2021100910;    3;  12.1;  52.0;eor
       3987;2021100911;    3;  12.9;  50.0;eor
       3987;2021100912;    3;  14.4;  49.0;eor
       3987;2021100913;    3;  14.9;  44.0;eor
       3987;2021100914;    3;  14.1;  43.0;eor
       3987;2021100915;    3;  13.0;  51.0;eor
       3987;2021100916;    3;  10.9;  65.0;eor
       3987;2021100917;    3;   8.6;  74.0;eor
       3987;2021100918;    3;   7.4;  84.0;eor
       3987;2021100919;    3;   6.9;  83.0;eor
       3987;2021100920;    3;   6.0;  86.0;eor
       3987;2021100921;    3;   5.6;  89.0;eor
       3987;2021100922;    3;   5.1;  89.0;eor
       3987;2021100923;    3;   4.8;  89.0;eor
       3987;2021101000;    3;   4.0;  91.0;eor
       3987;2021101001;    3;   4.0;  90.0;eor
       3987;2021101002;    3;   3.5;  92.0;eor
       3987;2021101003;    3;   3.0;  93.0;eor
       3987;2021101004;    3;   2.7;  93.0;eor
       3987;2021101005;    3;   2.2;  94.0;eor
       3987;2021101006;    3;   2.0;  95.0;eor
       3987;2021101007;    3;   2.5;  93.0;eor
       3987;2021101008;    3;   4.7;  83.0;eor
       3987;2021101009;    3;   8.1;  67.0;eor
       3987;2021101010;    3;  10.6;  56.0;eor
       3987;2021101011;    3;  12.8;  46.0;eor
       3987;2021101012;    3;  13.3;  44.0;eor
       3987;2021101013;    3;  13.3;  40.0;eor
       3987;2021101014;    3;  13.1;  45.0;eor
       3987;2021101015;    3;  11.9;  50.0;eor
       3987;2021101016;    3;  10.0;  64.0;eor
       3987;2021101017;    3;   8.4;  67.0;eor
       3987;2021101018;    3;   8.0;  66.0;eor
       3987;2021101019;    3;   8.3;  66.0;eor
       3987;2021101020;    3;   8.4;  67.0;eor
       3987;2021101021;    3;   6.3;  82.0;eor
       3987;2021101022;    3;   5.4;  80.0;eor
       3987;2021101023;    3;   4.9;  83.0;eor
       3987;2021101100;    3;   4.3;  85.0;eor
       3987;2021101101;    3;   4.3;  87.0;eor
       3987;2021101102;    3;   4.2;  86.0;eor
       3987;2021101103;    3;   3.7;  87.0;eor
       3987;2021101104;    3;   4.3;  89.0;eor
       3987;2021101105;    3;   5.0;  90.0;eor
       3987;2021101106;    3;   5.6;  92.0;eor
       3987;2021101107;    3;   6.5;  90.0;eor
       3987;2021101108;    3;   7.7;  89.0;eor
       3987;2021101109;    3;   8.0;  92.0;eor
       3987;2021101110;    3;  10.3;  86.0;eor
       3987;2021101111;    3;  12.0;  77.0;eor
       3987;2021101112;    3;  12.7;  75.0;eor
       3987;2021101113;    3;  12.3;  80.0;eor
       3987;2021101114;    3;  13.1;  77.0;eor
       3987;2021101115;    3;  11.9;  83.0;eor
       3987;2021101116;    3;  10.9;  87.0;eor
       3987;2021101117;    3;   9.9;  91.0;eor
       3987;2021101118;    3;  10.0;  91.0;eor
       3987;2021101119;    3;   9.0;  94.0;eor
       3987;2021101120;    3;   9.2;  94.0;eor
       3987;2021101121;    3;   8.9;  95.0;eor
       3987;2021101122;    3;   8.4;  96.0;eor
       3987;2021101123;    3;   8.1;  97.0;eor
       3987;2021101200;    3;   7.7;  98.0;eor
       3987;2021101201;    3;   7.4;  98.0;eor
       3987;2021101202;    3;   7.3;  98.0;eor
       3987;2021101203;    3;   6.9;  99.0;eor
       3987;2021101204;    3;   7.4;  98.0;eor
       3987;2021101205;    3;   7.8;  99.0;eor
       3987;2021101206;    3;   7.9;  99.0;eor
       3987;2021101207;    3;   8.2;  99.0;eor
       3987;2021101208;    3;   8.7;  97.0;eor
       3987;2021101209;    3;   9.4;  93.0;eor
       3987;2021101210;    3;  10.4;  83.0;eor
       3987;2021101211;    3;  11.9;  67.0;eor
       3987;2021101212;    3;  11.0;  69.0;eor
       3987;2021101213;    3;  11.8;  59.0;eor
       3987;2021101214;    3;  10.7;  61.0;eor
       3987;2021101215;    3;  10.9;  61.0;eor
       3987;2021101216;    3;   9.3;  69.0;eor
       3987;2021101217;    3;   7.6;  74.0;eor
       3987;2021101218;    3;   6.8;  77.0;eor
       3987;2021101219;    3;   6.1;  80.0;eor
       3987;2021101220;    3;   5.2;  85.0;eor
       3987;2021101221;    3;   4.3;  88.0;eor
       3987;2021101222;    3;   4.2;  89.0;eor
       3987;2021101223;    3;   4.6;  89.0;eor
       3987;2021101300;    3;   4.0;  94.0;eor
       3987;2021101301;    3;   3.9;  96.0;eor
       3987;2021101302;    3;   3.8;  98.0;eor
       3987;2021101303;    3;   3.4;  99.0;eor
       3987;2021101304;    3;   3.3; 100.0;eor
       3987;2021101305;    3;   3.2; 100.0;eor
       3987;2021101306;    3;   3.1; 100.0;eor
       3987;2021101307;    3;   3.8;  99.0;eor
       3987;2021101308;    3;   5.3;  95.0;eor
       3987;2021101309;    3;   8.1;  77.0;eor
       3987;2021101310;    3;   8.3;  81.0;eor
       3987;2021101311;    3;   9.8;  72.0;eor
       3987;2021101312;    3;  10.7;  70.0;eor
       3987;2021101313;    3;  10.4;  72.0;eor
       3987;2021101314;    3;  10.1;  72.0;eor
       3987;2021101315;    3;  10.2;  67.0;eor
       3987;2021101316;    3;   8.5;  80.0;eor
       3987;2021101317;    3;   6.8;  84.0;eor
       3987;2021101318;    3;   6.7;  86.0;eor
       3987;2021101319;    3;   7.1;  86.0;eor
       3987;2021101320;    3;   7.5;  88.0;eor
       3987;2021101321;    3;   7.5;  90.0;eor
       3987;2021101322;    3;   7.6;  92.0;eor
       3987;2021101323;    3;   7.9;  95.0;eor
       3987;2021101400;    3;   7.9;  97.0;eor
       3987;2021101401;    3;   8.1;  98.0;eor
       3987;2021101402;    3;   8.4;  97.0;eor
       3987;2021101403;    3;   8.4;  98.0;eor
       3987;2021101404;    3;   8.3;  99.0;eor
       3987;2021101405;    3;   8.5; 100.0;eor
       3987;2021101406;    3;   8.8; 100.0;eor
       3987;2021101407;    3;   9.2; 100.0;eor
       3987;2021101408;    3;   9.7;  99.0;eor
       3987;2021101409;    3;  10.2;  99.0;eor
       3987;2021101410;    3;  10.9;  99.0;eor
       3987;2021101411;    3;  11.3;  98.0;eor
       3987;2021101412;    3;  12.2;  97.0;eor
       3987;2021101413;    3;  12.3;  95.0;eor
       3987;2021101414;    3;  12.6;  96.0;eor
       3987;2021101415;    3;  12.4;  91.0;eor
       3987;2021101416;    3;  11.9;  94.0;eor
       3987;2021101417;    3;  11.6;  94.0;eor
       3987;2021101418;    3;  11.4;  94.0;eor
       3987;2021101419;    3;  11.1;  96.0;eor
       3987;2021101420;    3;  11.2;  94.0;eor
       3987;2021101421;    3;  11.4;  93.0;eor
       3987;2021101422;    3;  11.3;  95.0;eor
       3987;2021101423;    3;  11.4;  94.0;eor
       3987;2021101500;    3;  11.4;  91.0;eor
       3987;2021101501;    3;  11.3;  90.0;eor
       3987;2021101502;    3;  11.0;  91.0;eor
       3987;2021101503;    3;  11.2;  86.0;eor
       3987;2021101504;    3;  11.3;  86.0;eor
       3987;2021101505;    3;  11.2;  84.0;eor
       3987;2021101506;    3;  11.3;  85.0;eor
       3987;2021101507;    3;  11.7;  81.0;eor
       3987;2021101508;    3;  11.9;  81.0;eor
       3987;2021101509;    3;  12.5;  77.0;eor
       3987;2021101510;    3;  12.8;  78.0;eor
       3987;2021101511;    3;  12.1;  82.0;eor
       3987;2021101512;    3;  11.5;  87.0;eor
       3987;2021101513;    3;   9.7;  95.0;eor
       3987;2021101514;    3;   9.5;  97.0;eor
       3987;2021101515;    3;  10.0;  96.0;eor
       3987;2021101516;    3;   9.2;  98.0;eor
       3987;2021101517;    3;   8.5;  99.0;eor
       3987;2021101518;    3;   8.4;  98.0;eor
       3987;2021101519;    3;   8.2;  96.0;eor
       3987;2021101520;    3;   7.7;  97.0;eor
       3987;2021101521;    3;   7.4;  97.0;eor
       3987;2021101522;    3;   7.0;  97.0;eor
       3987;2021101523;    3;   6.5;  99.0;eor
       3987;2021101600;    3;   6.3;  99.0;eor
       3987;2021101601;    3;   6.0;  99.0;eor
       3987;2021101602;    3;   5.8;  99.0;eor
       3987;2021101603;    3;   5.2; 100.0;eor
       3987;2021101604;    3;   5.1; 100.0;eor
       3987;2021101605;    3;   6.1; 100.0;eor
       3987;2021101606;    3;   6.3; 100.0;eor
       3987;2021101607;    3;   6.3; 100.0;eor
       3987;2021101608;    3;   7.7;  97.0;eor
       3987;2021101609;    3;   9.5;  90.0;eor
       3987;2021101610;    3;   9.2;  89.0;eor
       3987;2021101611;    3;  11.5;  75.0;eor
       3987;2021101612;    3;  11.6;  69.0;eor
       3987;2021101613;    3;  11.0;  74.0;eor
       3987;2021101614;    3;  11.0;  73.0;eor
       3987;2021101615;    3;  10.2;  82.0;eor
       3987;2021101616;    3;   9.7;  85.0;eor
       3987;2021101617;    3;   9.1;  88.0;eor
       3987;2021101618;    3;   8.7;  90.0;eor
       3987;2021101619;    3;   8.4;  91.0;eor
       3987;2021101620;    3;   8.3;  92.0;eor
       3987;2021101621;    3;   8.3;  90.0;eor
       3987;2021101622;    3;   8.3;  92.0;eor
       3987;2021101623;    3;   8.2;  92.0;eor
       3987;2021101700;    3;   8.2;  91.0;eor
       3987;2021101701;    3;   8.0;  92.0;eor
       3987;2021101702;    3;   7.7;  89.0;eor
       3987;2021101703;    3;   7.4;  87.0;eor
       3987;2021101704;    3;   6.3;  89.0;eor
       3987;2021101705;    3;   5.6;  93.0;eor
       3987;2021101706;    3;   6.1;  91.0;eor
       3987;2021101707;    3;   6.9;  87.0;eor
       3987;2021101708;    3;   7.9;  84.0;eor
       3987;2021101709;    3;   9.2;  83.0;eor
       3987;2021101710;    3;  10.5;  72.0;eor
       3987;2021101711;    3;  11.4;  72.0;eor
       3987;2021101712;    3;  11.9;  70.0;eor
       3987;2021101713;    3;  11.6;  72.0;eor
       3987;2021101714;    3;  11.2;  78.0;eor
       3987;2021101715;    3;  10.9;  81.0;eor
       3987;2021101716;    3;  10.4;  85.0;eor
       3987;2021101717;    3;  10.3;  85.0;eor
       3987;2021101718;    3;   9.8;  90.0;eor
       3987;2021101719;    3;   9.1;  96.0;eor
       3987;2021101720;    3;   8.8;  97.0;eor
       3987;2021101721;    3;   8.6;  98.0;eor
       3987;2021101722;    3;   8.6;  98.0;eor
       3987;2021101723;    3;   8.4;  98.0;eor
       3987;2021101800;    3;   8.4;  99.0;eor
       3987;2021101801;    3;   8.4;  97.0;eor
       3987;2021101802;    3;   8.5;  96.0;eor
       3987;2021101803;    3;   8.6;  95.0;eor
       3987;2021101804;    3;   8.7;  93.0;eor
       3987;2021101805;    3;   8.8;  90.0;eor
       3987;2021101806;    3;   8.0;  92.0;eor
       3987;2021101807;    3;   8.8;  88.0;eor
       3987;2021101808;    3;  10.1;  85.0;eor
       3987;2021101809;    3;  11.5;  79.0;eor
       3987;2021101810;    3;  13.8;  71.0;eor
       3987;2021101811;    3;  14.2;  62.0;eor
       3987;2021101812;    3;  15.2;  63.0;eor
       3987;2021101813;    3;  14.6;  62.0;eor
       3987;2021101814;    3;  14.4;  69.0;eor
       3987;2021101815;    3;  13.5;  74.0;eor
       3987;2021101816;    3;  12.2;  76.0;eor
       3987;2021101817;    3;  10.8;  84.0;eor
       3987;2021101818;    3;  10.2;  82.0;eor
       3987;2021101819;    3;   9.6;  85.0;eor
       3987;2021101820;    3;   9.6;  83.0;eor
       3987;2021101821;    3;   9.3;  84.0;eor
       3987;2021101822;    3;   9.2;  84.0;eor
       3987;2021101823;    3;   9.3;  84.0;eor
       3987;2021101900;    3;   9.2;  84.0;eor
       3987;2021101901;    3;   8.8;  87.0;eor
       3987;2021101902;    3;   8.5;  90.0;eor
       3987;2021101903;    3;   8.4;  91.0;eor
       3987;2021101904;    3;   8.0;  93.0;eor
       3987;2021101905;    3;   8.0;  93.0;eor
