,EF [kW],EP [kW],ED [kW],epsilon,P [kW],Q [kW],unavoid ratio
pump,6.2977,5.3734,0.9243,0.8532,6.2977,,0.17201056910800758
eva,135.4145,104.2335,31.1809,0.7697,0.0,630.4644924579145,0.29914507976730964
ihx,1.0632,0.0136,1.0496,0.0128,-0.0,4.524508510062734,77.16253847797365
exp,95.9332,89.4721,6.4611,0.9326,89.4721,,0.07221366137187203
cond,,,12.6241,,,547.2900572855375,4.430834690767952
tot,135.4145,83.1744,52.24,0.6142,83.1744,,0.6280780770313961
