label,eta
optimal_all_real,0.144219706653019
optimal_eva_cond,0.1631837610474847
optimal_eva_ihx,0.1776501848230558
optimal_pump_unavoid,0.1447241959303425
optimal_eva_exp,0.1644071958758832
optimal_pump_eva,0.1795075473124778
optimal_eva,0.1804951971995811
optimal_eva_unavoid,0.151927780968262
optimal_ihx_unavoid,0.1454103477435432
optimal_exp_unavoid,0.1488856674275021
optimal_cond_unavoid,0.1541381567223957
optimal_ihx_cond,0.2530070952508976
optimal_exp_cond,0.2351410734857411
optimal_cond,0.2535686112929186
optimal_pump_cond,0.2524170715691881
optimal_ihx_exp,0.2567548567182069
optimal_ihx,0.2772023072826618
optimal_pump_ihx,0.2759949760062661
optimal_exp,0.2568764150738558
optimal_pump_exp,0.2557081494353166
optimal_all_ideal,0.2771525764882891
optimal_pump,0.2759745856840527
optimal_all_real,0.144219706653019
optimal_eva_cond,0.1631837610474847
optimal_eva_ihx,0.1776501848230558
optimal_pump_unavoid,0.1447241959303425
optimal_eva_exp,0.1644071958758832
optimal_eva_unavoid,0.151927780968262
optimal_pump_eva,0.1795075473124778
optimal_eva,0.1804951971995811
optimal_ihx_unavoid,0.1454103477435432
optimal_exp_unavoid,0.1488856674275021
optimal_cond_unavoid,0.1541381567223957
optimal_ihx_cond,0.2530070952508976
optimal_exp_cond,0.2351410734857411
optimal_cond,0.2535686112929186
optimal_pump_cond,0.2524170715691881
optimal_ihx_exp,0.2567548567182069
optimal_ihx,0.2772023072826618
optimal_pump_ihx,0.2759949760062661
optimal_exp,0.2568764150738558
optimal_pump_exp,0.2557081494353166
optimal_pump,0.2759745856840527
optimal_all_ideal,0.2771525764882891
optimal_all_real,0.144219706653019
optimal_eva_cond,0.1631837610474847
optimal_eva_ihx,0.1776501848230558
optimal_pump_unavoid,0.1447241959303425
optimal_eva_exp,0.1644071958758832
optimal_eva_unavoid,0.151927780968262
optimal_eva,0.1804951971995811
optimal_pump_eva,0.1795075473124778
optimal_ihx_unavoid,0.1454103477435432
optimal_exp_unavoid,0.1488856674275021
optimal_cond_unavoid,0.1541381567223957
optimal_ihx_cond,0.2530070952508976
optimal_exp_cond,0.2351410734857411
optimal_cond,0.2535686112929186
optimal_pump_cond,0.2524170715691881
optimal_ihx_exp,0.2567548567182069
optimal_ihx,0.2772023072826618
optimal_pump_ihx,0.2759949760062661
optimal_pump_exp,0.2557081494353166
optimal_exp,0.2568764150738558
optimal_pump,0.2759745856840527
optimal_all_ideal,0.2771525764882891
optimal_all_real,0.144219706653019
optimal_eva_cond,0.1631837610474847
optimal_eva_ihx,0.1776501848230558
optimal_pump_unavoid,0.1449176838732738
optimal_eva_exp,0.1644071958758832
optimal_eva,0.1804951971995811
optimal_eva_unavoid,0.151927780968262
optimal_pump_eva,0.1795075473124778
optimal_ihx_unavoid,0.1454103477435432
optimal_exp_unavoid,0.1519783771782578
optimal_cond_unavoid,0.1541381567223957
optimal_ihx_cond,0.2530070952508976
optimal_exp_cond,0.2351410734857411
optimal_pump_cond,0.2524170715691881
optimal_cond,0.2535686112929186
optimal_ihx_exp,0.2567548567182069
optimal_ihx,0.2772023072826618
optimal_pump_ihx,0.2759949760062661
optimal_exp,0.2568764150738558
optimal_pump_exp,0.2557081494353166
optimal_pump,0.2759745856840527
optimal_all_ideal,0.2771525764882891
optimal_all_real,0.144219706653019
optimal_eva_cond,0.1631837623349412
optimal_eva_ihx,0.1776501848230558
optimal_pump_unavoid,0.1449176838732738
optimal_eva_exp,0.1644071958758832
optimal_eva,0.1804951971995811
optimal_pump_eva,0.1795075473124778
optimal_eva_unavoid,0.151927780968262
optimal_ihx_unavoid,0.1454103477435432
optimal_exp_unavoid,0.1519783771782578
optimal_cond_unavoid,0.1541381567223957
optimal_ihx_cond,0.2530070952508976
optimal_exp_cond,0.2351410731196222
optimal_cond,0.2535686110608344
optimal_pump_cond,0.2524170712070033
optimal_ihx_exp,0.2567548567182069
optimal_ihx,0.2772023072826618
optimal_pump_ihx,0.2759949760062661
optimal_exp,0.2568764150738558
optimal_pump_exp,0.2557081494353166
optimal_pump,0.2759745856840527
optimal_all_ideal,0.2771525764882891
